id,placeId,googlePlaceId,descriptorType,targetPlaceId,targetDisplayName,spatialRelationship,straightLineDistanceMeters,travelDistanceMeters,containment
4854,2102,ChIJZwcuqHots1IRYCJiC8vc2Mk,landmark,ChIJnQDmlnsts1IRglaaDrQJ-HY,The Main Cinema,,431.5524,405.27032,
4855,2102,ChIJZwcuqHots1IRYCJiC8vc2Mk,landmark,ChIJf2ekX5wys1IRi0SY3SQDO-M,Historic Stone Arch Bridge,,289.2707,270.5981,
4856,2102,ChIJZwcuqHots1IRYCJiC8vc2Mk,landmark,ChIJV9Y_Km4ts1IRq1WvAv88-ew,Stone Arch Apartments,AROUND_THE_CORNER,298.51102,181.7127,
4857,2102,ChIJZwcuqHots1IRYCJiC8vc2Mk,landmark,ChIJZ6rJEHAts1IRXV8JilzXJQg,Mill & Main,AROUND_THE_CORNER,78.386826,100.37868,
4858,2102,ChIJZwcuqHots1IRYCJiC8vc2Mk,area,ChIJzRnHFHEts1IRTllgwXCb9kI,Saint Anthony Main,,,,WITHIN
4859,2102,ChIJZwcuqHots1IRYCJiC8vc2Mk,area,ChIJoffhunMts1IRCGyHeK5c8MI,Marcy-Holmes,,,,WITHIN
4860,2102,ChIJZwcuqHots1IRYCJiC8vc2Mk,area,ChIJHdyLsZwq9ocRsnC1By_xmXI,Mississippi National River & Recreation Area,,,,OUTSKIRTS
4861,2103,ChIJg0OJ66Exs1IR1yo6k0T4IHI,landmark,ChIJOenWwqIxs1IReFcyhdCNu2A,Olson Middle School,,341.1677,0.0,
4862,2103,ChIJg0OJ66Exs1IR1yo6k0T4IHI,landmark,ChIJt2EWgukys1IReizPyubERlk,KIPP North Star - Minnesota,,184.1252,0.0,
4863,2103,ChIJg0OJ66Exs1IR1yo6k0T4IHI,landmark,ChIJi8tJAJgxs1IRvIswKZ28POU,Creekview Recreation Center,,319.31915,0.0,
4864,2103,ChIJg0OJ66Exs1IR1yo6k0T4IHI,landmark,ChIJgRXfd6Ixs1IRFxcDGg5jRNY,Creekview Park,,380.04553,0.0,
4865,2103,ChIJg0OJ66Exs1IR1yo6k0T4IHI,landmark,ChIJg4BiH5kxs1IRgZ8jOWdCCQM,Owens Corning Minneapolis Roofing Plant,,421.32745,0.0,
4866,2103,ChIJg0OJ66Exs1IR1yo6k0T4IHI,area,ChIJz4k1eaAxs1IR6wTmwNuS-Kk,Shingle Creek,,,,WITHIN
4867,2103,ChIJg0OJ66Exs1IR1yo6k0T4IHI,area,ChIJK6pv5I8xs1IRZEZL0MGdPU8,Camden,,,,WITHIN
4868,2103,ChIJg0OJ66Exs1IR1yo6k0T4IHI,area,ChIJgRXfd6Ixs1IRG6OdATnIGE8,Creekview Park,,,,NEAR
4869,2104,ChIJsS2zOiQzs1IR6DUXjIf3VLk,landmark,ChIJy3RvayUzs1IR0CWqRodaegs,Kenwood Elementary School,,265.89246,396.5011,
4870,2104,ChIJsS2zOiQzs1IR6DUXjIf3VLk,landmark,ChIJBcSoUSYzs1IRMEUjZbwrv-M,Saint Paul's Church on Lake of the Isles,AROUND_THE_CORNER,130.87627,129.0935,
4871,2104,ChIJsS2zOiQzs1IR6DUXjIf3VLk,landmark,ChIJL3sO-iUzs1IRP7zaFNFaQ6A,Lake of the Isles Lutheran Church,,138.43585,279.8214,
4872,2104,ChIJsS2zOiQzs1IR6DUXjIf3VLk,landmark,ChIJQXcncSUzs1IRrgBMy-hzmYw,Kenwood Community Center,DOWN_THE_ROAD,222.01297,212.09785,
4873,2104,ChIJsS2zOiQzs1IR6DUXjIf3VLk,landmark,ChIJn7qia1Izs1IRsTOImAAxScQ,Lake of the Isles trail,,39.407497,125.5864,
4874,2104,ChIJsS2zOiQzs1IR6DUXjIf3VLk,area,ChIJsS2zOiQzs1IRPFHelevSW8A,Kenwood Park,,,,OUTSKIRTS
4875,2104,ChIJsS2zOiQzs1IR6DUXjIf3VLk,area,ChIJFc4joDozs1IREeYy-VvzraY,Kenwood,,,,OUTSKIRTS
4876,2104,ChIJsS2zOiQzs1IR6DUXjIf3VLk,area,ChIJMdidFi4zs1IRWSkfPy0KwnY,Calhoun Isles,,,,WITHIN
4877,2106,ChIJQVJlJdNTrVIRYLyFOoXzzl4,landmark,ChIJ____v5kys1IRavccC_wY54s,Twin Cities Airsoft Park,DOWN_THE_ROAD,31.584473,24.476389,
4878,2106,ChIJQVJlJdNTrVIRYLyFOoXzzl4,area,ChIJQVJlJdNTrVIRri7tPee7W4Y,Twin Cities Paintball Park,,,,WITHIN
4879,2107,ChIJ9UovTwdJyVIRlItBywT-sEE,landmark,ChIJZS3LvMRIyVIRUoWajDdUuZw,Thrifty Horizons,DOWN_THE_ROAD,120.09753,61.9426,
4880,2107,ChIJ9UovTwdJyVIRlItBywT-sEE,landmark,ChIJY2Rzg9tIyVIR9OYLti2LANs,OneMain Financial,,480.55072,474.79816,
4881,2107,ChIJ9UovTwdJyVIRlItBywT-sEE,landmark,ChIJlVFotcZIyVIRq5JxnpTjdSE,Econo Foods Breckenridge,,300.40964,340.93878,
4882,2107,ChIJ9UovTwdJyVIRlItBywT-sEE,landmark,ChIJd3hFj8RIyVIRu1_s_mistl8,Grumpy's Bar & Grill,ACROSS_THE_ROAD,49.136223,32.19913,
4883,2107,ChIJ9UovTwdJyVIRlItBywT-sEE,landmark,ChIJb1P-9exIyVIR_93yzD_tuMs,Dairy Queen Grill & Chill,DOWN_THE_ROAD,217.42009,226.11891,
4884,2107,ChIJ9UovTwdJyVIRlItBywT-sEE,area,ChIJN549YcRIyVIRoGF98zg6bnQ,Railroad Park,,,,OUTSKIRTS
4885,2108,ChIJv6gseKUPylIRc2MsVvMZdwQ,landmark,ChIJ_c9yiVQOylIR5aW_bpWaW84,Goodwill - Alexandria,,133.81378,439.34604,
4886,2108,ChIJv6gseKUPylIRc2MsVvMZdwQ,landmark,ChIJGxVwW1MOylIRwRCsbtoYKEE,Big Ole - Big Viking Statue,DOWN_THE_ROAD,62.27905,59.40649,
4887,2108,ChIJv6gseKUPylIRc2MsVvMZdwQ,landmark,ChIJcaqrclMOylIRrWLN_kMyEJY,Runestone Museum Foundation,AROUND_THE_CORNER,143.80684,226.77995,
4888,2108,ChIJv6gseKUPylIRc2MsVvMZdwQ,landmark,ChIJ3bm4AFMOylIRvUGdKPisMpM,Legacy of The Lakes Museum,,239.33223,452.4174,
4889,2108,ChIJv6gseKUPylIRc2MsVvMZdwQ,landmark,ChIJB2kAxFMOylIRMkcAC7AVZqA,Ace Hardware,,366.45303,470.82635,
4890,2109,ChIJSVcsLmXnyVIRaIW_Ed9bsRI,landmark,ChIJm4s6Co_myVIRzZjNk1EW-kc,My Kind of Bank,,344.3241,453.3426,
4891,2109,ChIJSVcsLmXnyVIRaIW_Ed9bsRI,landmark,ChIJj24usY7myVIRHIMO9qmQPQQ,Saint Edward Catholic Church,,353.2099,344.156,
4892,2109,ChIJSVcsLmXnyVIRaIW_Ed9bsRI,landmark,ChIJK6r3CY_myVIRJkeElEWx51E,B & D Foods Inc,,404.23615,489.19775,
4893,2109,ChIJSVcsLmXnyVIRaIW_Ed9bsRI,landmark,ChIJUbUaqY7myVIRSfobqUZ3IxI,Water's Edge Church,,208.9093,314.3969,
4894,2109,ChIJSVcsLmXnyVIRaIW_Ed9bsRI,landmark,ChIJHdUmmIjmyVIRL6wBw_JwJUo,Henning High School,,363.84827,368.9296,
4895,2109,ChIJSVcsLmXnyVIRaIW_Ed9bsRI,area,ChIJc9U7MYnmyVIRQb-DiUesJFc,Henning City Park,,,,OUTSKIRTS
4896,2110,ChIJbZAD44UtylIRyYg0J6VfxME,landmark,ChIJVffhmLAtylIR_i0kkkkE7hY,ARCO,,128.05997,156.34558,
4897,2110,ChIJbZAD44UtylIRyYg0J6VfxME,landmark,ChIJCdkp7YgtylIRCBOQNeDS9Es,Barrett Agri,,167.71223,217.24588,
4898,2110,ChIJbZAD44UtylIRyYg0J6VfxME,landmark,ChIJa4Xks4UtylIR_cd_LLCwBYs,Peace Lutheran Church -- ELCA,,286.16,383.1107,
4899,2110,ChIJbZAD44UtylIRyYg0J6VfxME,landmark,ChIJswVbVgMtylIRLADnCWxCUks,Rumor Has It... Pub & Grill,,129.41672,175.46481,
4900,2110,ChIJbZAD44UtylIRyYg0J6VfxME,landmark,ChIJJ4zEB4YtylIR-4Ci66R5Y_Q,Barrett Inn Bar and Cafe,,109.98611,95.156364,
4901,2110,ChIJbZAD44UtylIRyYg0J6VfxME,area,ChIJ7aRA5IUtylIRDTYtmvKzcf8,Barrett City Park,,,,OUTSKIRTS
4902,2111,ChIJdyo8A4CUyVIRnCQSglSW2cw,area,ChIJA_WKD4CTyVIRVj-emJSHkVQ,Lions Park,,,,OUTSKIRTS
4903,2112,ChIJV1s-2151yVIRh89yHmP72bI,landmark,ChIJG6W0pjl0yVIRpVTNdu3S5eA,Noyes Park (E & G Noyes Park),,378.22235,438.27637,
4904,2112,ChIJV1s-2151yVIRh89yHmP72bI,area,ChIJWYVJ8jl0yVIR7zNjwQMQMck,Broadway Park (W.L. Burnap Park),,,,WITHIN
4905,2113,ChIJpVfjNlF1yVIRyS4QUlRvFXY,landmark,ChIJvQ2o9IF2yVIR7zwFGwxFiyQ,Lake Region Healthcare Fergus Falls Hospital,,195.64249,300.3477,
4906,2113,ChIJpVfjNlF1yVIRyS4QUlRvFXY,landmark,ChIJCwLPEip0yVIRKmCoOb9S7sY,Fergus Falls Public Library,,142.74797,224.6535,
4907,2113,ChIJpVfjNlF1yVIRyS4QUlRvFXY,landmark,ChIJMeRGmyl0yVIRslzbbMCJjVs,Bimbo Bakeries USA,AROUND_THE_CORNER,72.424385,135.00674,
4908,2113,ChIJpVfjNlF1yVIRyS4QUlRvFXY,landmark,ChIJsTGOnil0yVIR9cgTjZinW4w,Otter Tail County Court Administration,,133.81526,150.24434,
4909,2113,ChIJpVfjNlF1yVIRyS4QUlRvFXY,landmark,ChIJ147dnCl0yVIRbVW1wxvUkdg,Bethlehem Lutheran Church,,208.73138,211.26353,
4910,2113,ChIJpVfjNlF1yVIRyS4QUlRvFXY,area,ChIJV9Lp9yl0yVIR3fziUY8giGY,Dr. Allen Magnuson Park,,,,OUTSKIRTS
4911,2114,ChIJq6qqRjoPylIRG3wJ0fIrY5E,landmark,ChIJcX-Z0swPylIRPxtQG4u11Vg,HiView Mobile Home Park,,143.80019,262.4071,
4912,2114,ChIJq6qqRjoPylIRG3wJ0fIrY5E,area,ChIJrVX7VDoPylIRbBo9wvaqHRE,Hiview Park,,,,WITHIN
4913,2115,ChIJJ5hZkfcOylIR8LlUb8AF_rk,landmark,ChIJ2Tu5y_kOylIRenMx0gYUs64,Precision Auto Service,,210.35796,0.0,
4914,2115,ChIJJ5hZkfcOylIR8LlUb8AF_rk,landmark,ChIJE4zPSfkOylIRH0-9jTrBMOs,Krupkes Konsignments,,376.77957,0.0,
4915,2115,ChIJJ5hZkfcOylIR8LlUb8AF_rk,landmark,ChIJ0SzRihEPylIR3dSLk7EXSu8,Nelson Gables by Vivie,,407.46225,0.0,
4916,2115,ChIJJ5hZkfcOylIR8LlUb8AF_rk,area,ChIJJ5hZkfcOylIRDJvha73qiKQ,Noonan Park,,,,WITHIN
4917,2116,ChIJ6zdMsF8PylIRv462naAeJo8,landmark,ChIJJ5uSlAYPylIRmfpkvaDQwPg,Alexandria City Park,ACROSS_THE_ROAD,70.61421,34.690056,
4918,2116,ChIJ6zdMsF8PylIRv462naAeJo8,landmark,ChIJa87j1gUPylIRa4Mpzv3eA6Q,Holiday Stationstores,,290.4271,334.33215,
4919,2116,ChIJ6zdMsF8PylIRv462naAeJo8,landmark,ChIJx1DTMAQPylIR5ZrDLL--Rfo,Subway,,300.1666,379.44174,
4920,2116,ChIJ6zdMsF8PylIRv462naAeJo8,landmark,ChIJLxo6KQQPylIRe1g4hyRLwbc,Dairy Queen (Treat),,313.19235,412.73346,
4921,2116,ChIJ6zdMsF8PylIRv462naAeJo8,landmark,ChIJKdEZGwQPylIRYnodppdA5bs,Cash Wise Liquor,,280.40576,340.39392,
4922,2116,ChIJ6zdMsF8PylIRv462naAeJo8,area,ChIJJ5uSlAYPylIR1fCeDHWVBfw,Alexandria City Park,,,,OUTSKIRTS
4923,2117,ChIJxe7td5b1tVIRc7vK97vyeGc,landmark,ChIJ7V0dTqv2tVIRlK0mTHD_Un8,Osakis Creamery Association,,388.04132,392.83664,
4924,2117,ChIJxe7td5b1tVIRc7vK97vyeGc,area,ChIJIYSzHQf0tVIR764C0UGxcLQ,Osakis Lions Park,,,,OUTSKIRTS
4925,2118,ChIJV6PjJO9LtFIRQzB7TDBW--g,landmark,ChIJV3EKy3pMtFIRAgzuR3zcrD8,Holdingford Gas & Grocery,AROUND_THE_CORNER,125.15855,222.71634,
4926,2118,ChIJV6PjJO9LtFIRQzB7TDBW--g,landmark,ChIJU89KlGRMtFIR0ZgOg2sp7-w,Rudolph's Redneck Roost,,220.73979,241.22336,
4927,2118,ChIJV6PjJO9LtFIRQzB7TDBW--g,landmark,ChIJU58MK3tMtFIRC7yEZvlWniU,Jim's Snowmobile & Marine Inc,AROUND_THE_CORNER,78.37768,120.8074,
4928,2118,ChIJV6PjJO9LtFIRQzB7TDBW--g,landmark,ChIJqwcxZ2RMtFIR48UlIhA2gLU,Opatz Metals & Rolloffs,,417.88513,496.75156,
4929,2118,ChIJV6PjJO9LtFIRQzB7TDBW--g,landmark,ChIJAeySwGRMtFIRh1OYRLkZ0M8,Holdingford Legion,,198.99496,220.22118,
4930,2119,ChIJ__8gJykqtFIRhySjDd40Vec,landmark,ChIJ9-N3SC8qtFIR3OEZmAa8W9k,Bermels Shoes & Boots,AROUND_THE_CORNER,237.59108,275.6412,
4931,2119,ChIJ__8gJykqtFIRhySjDd40Vec,landmark,ChIJ9-N3SC8qtFIRcbcKq9O75SI,Vfw Post 9073,,270.09036,301.28134,
4932,2119,ChIJ__8gJykqtFIRhySjDd40Vec,landmark,ChIJ-4RssvcrtFIRF2Aded1xwlM,Boone's Market,AROUND_THE_CORNER,148.59402,153.73904,
4933,2119,ChIJ__8gJykqtFIRhySjDd40Vec,landmark,ChIJR-R3SC8qtFIR7I3TAG6VcCk,Randall Building Supplies,,329.6363,370.30865,
4934,2119,ChIJ__8gJykqtFIRhySjDd40Vec,landmark,ChIJRcGwdgArtFIRk2iQI6WvH4g,Shadys Main Street Bar and Grill,AROUND_THE_CORNER,197.36456,226.76015,
4935,2120,ChIJr4l-ASNmtlIRpoiKa7nwyzE,landmark,ChIJn7DK9SFmtlIRmNwmS0wMwVo,Ribbons & Bows Salon and Spa,,282.71857,423.26407,
4936,2120,ChIJr4l-ASNmtlIRpoiKa7nwyzE,landmark,ChIJLayGYSJmtlIRTAcnxGAW9RM,Staples Smiles,DOWN_THE_ROAD,162.52777,180.70573,
4937,2120,ChIJr4l-ASNmtlIRpoiKa7nwyzE,area,ChIJVWwG4yJmtlIRX1QvVJ6sbZo,Northern Pacific Park,,,,OUTSKIRTS
4938,2121,ChIJKYSwGAALtlIRKF5MqkLxpSA,landmark,ChIJFyc9vsQKtlIRvhqK1xfeSoU,Jon's Family Foods,,128.66931,178.20729,
4939,2121,ChIJKYSwGAALtlIRKF5MqkLxpSA,landmark,ChIJrY57JsUKtlIRqRAtZF7IIz0,Farmhouse Cafe,AROUND_THE_CORNER,169.69797,211.62646,
4940,2121,ChIJKYSwGAALtlIRKF5MqkLxpSA,landmark,ChIJ7_635MYKtlIRX7mJNlTBA2w,Dan's Snowmobile & ATV Salvage,,354.8394,414.52075,
4941,2121,ChIJKYSwGAALtlIRKF5MqkLxpSA,landmark,ChIJW9oCYcQKtlIR9eo5aaM1amY,St Joseph's Catholic Church,,364.1022,459.8906,
4942,2121,ChIJKYSwGAALtlIRKF5MqkLxpSA,landmark,ChIJRW2Sjc8KtlIRMXASDMEz7hY,Lakes Community Coop - Clarissa Eagle Valley Express,,273.01572,271.026,
4943,2123,ChIJw7KJPRUltFIRYtJjXZzC8_Y,landmark,ChIJ52bQ81AltFIRHm5zQXzPTZc,Pine Grove Zoo,WITHIN,177.64403,179.47943,
4944,2123,ChIJw7KJPRUltFIRYtJjXZzC8_Y,landmark,ChIJeduCKVQltFIRMFrn2NSVJ88,Nornberg Steel & Trailers,,308.1952,306.53372,
4945,2123,ChIJw7KJPRUltFIRYtJjXZzC8_Y,landmark,ChIJ2YHn_1UltFIRlWTlfWm_ibg,Ray's Body Shop Inc.,,391.4104,388.32538,
4946,2123,ChIJw7KJPRUltFIRYtJjXZzC8_Y,landmark,ChIJW4BP1c4ltFIRLaCfmFUWVTM,Dollar General,,391.70496,421.46198,
4947,2123,ChIJw7KJPRUltFIRYtJjXZzC8_Y,area,ChIJ52bQ81AltFIR7I78TMyqSwY,Pine Grove Zoo,,,,OUTSKIRTS
4948,2124,ChIJH_wDMhERtlIRdKBfbk3l9_Y,landmark,ChIJzScS5XkRtlIRnQrYj8Mib0Y,Buford's Bar and Grill,,178.7426,0.0,
4949,2124,ChIJH_wDMhERtlIRdKBfbk3l9_Y,landmark,ChIJw1iL_uoRtlIReNiLY9aBRNI,Bertha Community Center,,155.79456,0.0,
4950,2124,ChIJH_wDMhERtlIRdKBfbk3l9_Y,landmark,ChIJEfVySvIRtlIRy3ulY4ZTFmY,New Life Church of God,,477.79553,0.0,
4951,2124,ChIJH_wDMhERtlIRdKBfbk3l9_Y,landmark,ChIJMx0dH-sRtlIRFty1QOkjkLs,Hydraulic Doctor,,106.422005,0.0,
4952,2124,ChIJH_wDMhERtlIRdKBfbk3l9_Y,landmark,ChIJhcjhcOwRtlIRB9ObYImrmnQ,Saint Joseph's Catholic Church,,403.6684,0.0,
4953,2124,ChIJH_wDMhERtlIRdKBfbk3l9_Y,area,ChIJ87lk6-oRtlIRkiThAlrFVvs,Glenn Johnson Memorial Park,,,,WITHIN
4954,2124,ChIJH_wDMhERtlIRdKBfbk3l9_Y,area,ChIJpz2rouoRtlIRXF1HVas7fdE,Bertha Wayside Park,,,,NEAR
4955,2125,ChIJO1IJ7ZxntlIRndi2NfOueDM,landmark,ChIJkbe0zB5ntlIRhzpgC8zHiAk,Lakewood Community Park,AROUND_THE_CORNER,258.7694,316.53204,
4956,2125,ChIJO1IJ7ZxntlIRndi2NfOueDM,landmark,ChIJTzSsPH9otlIRFrgOhKQbpUI,Staples Municipal Airport,,300.69913,410.6206,
4957,2125,ChIJO1IJ7ZxntlIRndi2NfOueDM,landmark,ChIJK1idHS1mtlIRxyIiEHn8nCw,Lakewood Health System,,267.85437,325.83807,
4958,2126,ChIJK9-cCH0QtFIRQa0OUg8gWRg,landmark,ChIJCSTFZXsQtFIRmKMqOBP9WF8,Pierz Golf Course,DOWN_THE_ROAD,166.33405,83.510284,
4959,2126,ChIJK9-cCH0QtFIRQa0OUg8gWRg,landmark,ChIJl7Wwl30QtFIROydzun3u8NM,Pierz Campground,,160.26297,272.87283,
4960,2126,ChIJK9-cCH0QtFIRQa0OUg8gWRg,area,ChIJK9-cCH0QtFIRozfa7plA6gU,Pierz Park,,,,WITHIN
4961,2126,ChIJK9-cCH0QtFIRQa0OUg8gWRg,area,ChIJl7Wwl30QtFIR1AkF-DpWdRU,Pierz Campground,,,,NEAR
4962,2126,ChIJK9-cCH0QtFIRQa0OUg8gWRg,area,ChIJCSTFZXsQtFIRxAcIuNzIEPU,Pierz Golf Course,,,,NEAR
4963,2127,ChIJE45cssDfs1IRKfxYzWQ9Hz4,landmark,ChIJMSABEKrfs1IRA_bQ28F8Y7Y,TULIBEE TAVERN (f.k.a. Wahkon Inn),,270.2512,409.97824,
4964,2127,ChIJE45cssDfs1IRKfxYzWQ9Hz4,landmark,ChIJW36JYqrfs1IRocJyUgeN9QA,Mugg's of Mille Lacs,,310.1453,473.2698,
4965,2127,ChIJE45cssDfs1IRKfxYzWQ9Hz4,landmark,ChIJ5SuKYAffs1IRezMUVlHczLk,Beachside Resort,AROUND_THE_CORNER,166.82867,404.3296,
4966,2127,ChIJE45cssDfs1IRKfxYzWQ9Hz4,landmark,ChIJfeXrZgffs1IRMAscWXdLKyc,Island View Resort,AROUND_THE_CORNER,218.48003,496.86246,
4967,2127,ChIJE45cssDfs1IRKfxYzWQ9Hz4,landmark,ChIJQ9uaFQDfs1IRUNtYk2gHQOw,EL LIMÓN,,336.00662,480.87027,
4968,2128,ChIJ70w2SZGRs1IRKtbpi56137s,landmark,ChIJ1w6KTJeRs1IRg9K1SuVnDMU,Trimble Park,,273.5685,273.3224,
4969,2128,ChIJ70w2SZGRs1IRKtbpi56137s,landmark,ChIJ-4EMs5aRs1IR4r-aRi7RcBY,Gorecki Community Center,ACROSS_THE_ROAD,43.66069,17.558704,
4970,2128,ChIJ70w2SZGRs1IRKtbpi56137s,landmark,ChIJOxRcsZaRs1IRmmHMksGNFe8,Milaca Community Splashpad,ACROSS_THE_ROAD,34.507362,12.238546,
4971,2128,ChIJ70w2SZGRs1IRKtbpi56137s,landmark,ChIJG1K58ZmRs1IRFsl1EUv7GN4,China Panda,,422.77252,498.34213,
4972,2128,ChIJ70w2SZGRs1IRKtbpi56137s,landmark,ChIJNYAtOpeRs1IRmNHwcHoaNgM,Arrow Building Center,AROUND_THE_CORNER,211.55785,314.50592,
4973,2128,ChIJ70w2SZGRs1IRKtbpi56137s,area,ChIJqzVP4JORs1IRMEFP7xJ29Rw,Recreation Park,,,,WITHIN
4974,2128,ChIJ70w2SZGRs1IRKtbpi56137s,area,ChIJefAUC5aRs1IRlzN8JadOc4U,Milaca High School,,,,NEAR
4975,2129,ChIJqbG7JyCWtlIR3Py_u_IBDqM,area,ChIJqbG7JyCWtlIRQaFmiT-LgyI,Loren Thompson Park,,,,OUTSKIRTS
4976,2130,ChIJqZFhdRuWtlIR5Iq3yrA_HkI,landmark,ChIJjZ6xf_mXtlIR50rH42JnYBc,Holiday Stationstores,,231.0231,450.82535,
4977,2130,ChIJqZFhdRuWtlIR5Iq3yrA_HkI,landmark,ChIJ7Ytg356XtlIRiRwZcU47vWM,Ortons Baxter Holiday,,240.04813,459.45496,
4978,2130,ChIJqZFhdRuWtlIR5Iq3yrA_HkI,area,ChIJqZFhdRuWtlIRZ0T6-qveQLg,Oscar Kristofferson Park,,,,OUTSKIRTS
4979,2131,ChIJV4fdabbYs1IR-PyTjyZNGRE,landmark,ChIJmXG5YL7Ys1IR0EbN5Pr1rGs,Teal's Market,,188.97198,279.20093,
4980,2131,ChIJV4fdabbYs1IR-PyTjyZNGRE,landmark,ChIJU2i4PLjYs1IRldyFE8sSGpY,Castles Resort,DOWN_THE_ROAD,107.01098,74.62447,
4981,2131,ChIJV4fdabbYs1IR-PyTjyZNGRE,landmark,ChIJTZ7jwrfYs1IRuIHHO57Gm0c,First National Bank of Milaca - Isle Office,AROUND_THE_CORNER,186.56007,262.70715,
4982,2131,ChIJV4fdabbYs1IR-PyTjyZNGRE,landmark,ChIJq22R_8nYs1IR2Dod_USLVbQ,Isle Recreation & Education,,155.02986,216.91035,
4983,2131,ChIJV4fdabbYs1IR-PyTjyZNGRE,landmark,ChIJk7QRBLjYs1IR0OhOgPinaWQ,Isle Bakery,,351.06714,422.95282,
4984,2131,ChIJV4fdabbYs1IR-PyTjyZNGRE,area,ChIJV4fdabbYs1IRjI8mpwq9cLM,Isle Lakeview Park,,,,OUTSKIRTS
4985,2132,ChIJ1w6KTJeRs1IRg9K1SuVnDMU,landmark,ChIJB8NL1ZmRs1IRFBKo0Pgkjlk,Teal's Market,,309.50656,395.82468,
4986,2132,ChIJ1w6KTJeRs1IRg9K1SuVnDMU,landmark,ChIJG1K58ZmRs1IRFsl1EUv7GN4,China Panda,,173.43109,229.8894,
4987,2132,ChIJ1w6KTJeRs1IRg9K1SuVnDMU,landmark,ChIJ70w2SZGRs1IRKtbpi56137s,Recreation Park,,273.5183,273.3282,
4988,2132,ChIJ1w6KTJeRs1IRg9K1SuVnDMU,landmark,ChIJVf9rZpqRs1IRsYcfvSkSM80,Big J's Service Station,,257.18686,329.49463,
4989,2132,ChIJ1w6KTJeRs1IRg9K1SuVnDMU,landmark,ChIJH_RM85mRs1IRliz42pxy1is,Casey's,,132.80676,238.79906,
4990,2132,ChIJ1w6KTJeRs1IRg9K1SuVnDMU,area,ChIJpy5cS5eRs1IRXkLabcr0-bM,Trimble Park,,,,OUTSKIRTS
4991,2133,ChIJ33gEqbffs1IRrTUgutsFWzw,landmark,ChIJDzickKrfs1IRdLJ7JgvIh2E,Morning Star Market,DOWN_THE_ROAD,35.695133,34.923424,
4992,2133,ChIJ33gEqbffs1IRrTUgutsFWzw,landmark,ChIJW36JYqrfs1IRocJyUgeN9QA,Mugg's of Mille Lacs,AROUND_THE_CORNER,125.68435,123.40875,
4993,2133,ChIJ33gEqbffs1IRrTUgutsFWzw,landmark,ChIJMSABEKrfs1IRA_bQ28F8Y7Y,TULIBEE TAVERN (f.k.a. Wahkon Inn),DOWN_THE_ROAD,144.23975,148.52628,
4994,2133,ChIJ33gEqbffs1IRrTUgutsFWzw,landmark,ChIJbeoBu6rfs1IRFnm9B2qJifY,Country Caboose Quilts,DOWN_THE_ROAD,77.54556,66.39865,
4995,2133,ChIJ33gEqbffs1IRrTUgutsFWzw,landmark,ChIJQ9uaFQDfs1IRUNtYk2gHQOw,EL LIMÓN,DOWN_THE_ROAD,78.386284,77.63426,
4996,2134,ChIJQ06SigK8tlIRwxB1MMOVeiI,landmark,ChIJESKQeR28tlIRfr9XfCCe5Is,Essentia Health-St. Joseph's Medical Center (Brainerd),,395.6401,439.35208,
4997,2134,ChIJQ06SigK8tlIRwxB1MMOVeiI,landmark,ChIJr2P3lwG8tlIRzCUjJ0aakho,St Francis of the Lakes Catholic School,,327.95013,389.7311,
4998,2134,ChIJQ06SigK8tlIRwxB1MMOVeiI,landmark,ChIJYUffUwO8tlIRkHCjH11mQyI,Advance Auto Parts,,428.5818,470.60965,
4999,2134,ChIJQ06SigK8tlIRwxB1MMOVeiI,landmark,ChIJcf-akCe8tlIRpIPNRyy7u6s,Discovery Woods,,218.60356,247.0654,
5000,2134,ChIJQ06SigK8tlIRwxB1MMOVeiI,landmark,ChIJ06S1pgG8tlIRT3leOSnBee8,St. Francis Catholic Church,,441.08426,477.12595,
5001,2134,ChIJQ06SigK8tlIRwxB1MMOVeiI,area,ChIJQ06SigK8tlIRWGyFj__8KOY,Gregory Park,,,,WITHIN
5002,2135,ChIJ69edLWa8tlIRGrm-AkEIPW4,landmark,ChIJBZPUhF28tlIR8z2x4vzo6I4,The Church of Jesus Christ of Latter-day Saints,,302.57025,314.0717,
5003,2135,ChIJ69edLWa8tlIRGrm-AkEIPW4,landmark,ChIJtwvOh2a8tlIRIl8o1Fgaap0,Good Samaritan Society - Woodland,,178.24834,171.85765,
5004,2135,ChIJ69edLWa8tlIRGrm-AkEIPW4,landmark,ChIJKb1xXIm9tlIRlGBsErut344,Good Samaritan Society - Woodland Senior Living,,179.20796,197.03322,
5005,2135,ChIJ69edLWa8tlIRGrm-AkEIPW4,area,ChIJ69edLWa8tlIR5bS9gWCdlrQ,Lion's Park (at Buffalo Hills),,,,WITHIN
5006,2136,ChIJITx5lJK9tlIR0iaTkCvzng8,landmark,ChIJT-lWrjW8tlIRBfBC-DWHw8U,Heritage Church,,169.22037,137.91057,
5007,2136,ChIJITx5lJK9tlIR0iaTkCvzng8,landmark,ChIJj_5lhN69tlIRr4kihRE_Lww,Paul Bunyan Trail,,270.11514,416.2389,
5008,2136,ChIJITx5lJK9tlIR0iaTkCvzng8,area,ChIJjQFyIDW8tlIR4nMVzPtgDO0,Berrywood Apartments,,,,NEAR
5009,2136,ChIJITx5lJK9tlIR0iaTkCvzng8,area,ChIJY7u0qDW8tlIRJPv6ROSQouk,Heritage Church,,,,NEAR
