id,placeId,googlePlaceId,descriptorType,targetPlaceId,targetDisplayName,spatialRelationship,straightLineDistanceMeters,travelDistanceMeters,containment
1,1,ChIJm0lsvvTgi4cRxFRm4iA4S4A,landmark,ChIJg9qNEGzhi4cR_5hmu3lT8Ec,Swim beach,,246.51173,282.76877,
2,1,ChIJm0lsvvTgi4cRxFRm4iA4S4A,area,ChIJm0lsvvTgi4cRdWzAm-aLxKw,Split Rock Creek State Park,,,,OUTSKIRTS
3,2,ChIJEw2JNSbxi4cRhT60HTA1qRQ,area,ChIJEw2JNSbxi4cR_vAcWusiB-o,Blue Mounds State Park,,,,OUTSKIRTS
4,3,ChIJY9ASn30Ii4cRDXR6orNlTYA,area,ChIJY9ASn30Ii4cRtFMz0sVI3og,Lake Shetek State Park,,,,OUTSKIRTS
5,4,ChIJGzXYGB_xi4cRXjSnA1C2Bhs,area,ChIJEw2JNSbxi4cR_vAcWusiB-o,Blue Mounds State Park,,,,OUTSKIRTS
6,5,ChIJYUrVaiUJi4cRKyvAb9mbuO8,landmark,ChIJ7_63yGsJi4cRYjsmrJAsW70,Cabins @ Lake Shetek State Park,BESIDE,1.8543257,0.0042037964,
7,5,ChIJYUrVaiUJi4cRKyvAb9mbuO8,area,ChIJY9ASn30Ii4cRtFMz0sVI3og,Lake Shetek State Park,,,,OUTSKIRTS
8,6,ChIJ6QfYBKhNi4cRMQSY90dxBpY,landmark,ChIJC0TCSd1Vi4cRzbObIZivvss,Kilen Woods Campground,DOWN_THE_ROAD,71.45985,66.21577,
9,6,ChIJ6QfYBKhNi4cRMQSY90dxBpY,area,ChIJBwn5SC2r9IcR1_lrvw69Prw,Kilen Woods State Park,,,,WITHIN
10,8,ChIJmep2GS3w9IcR67kjJ8ffRB4,area,ChIJmep2GS3w9IcRTaDq1e_V12w,Lake Hanska County Park,,,,OUTSKIRTS
11,9,ChIJV22tf_ayjIcReKVwUVO8EXU,area,ChIJV22tf_ayjIcRtsc0OrokMLQ,Mini-Wakan State Park,,,,NEAR
12,13,ChIJCYreFNJUi4cR7Qcd4Dk4ZVQ,landmark,ChIJ6QfYBKhNi4cRMQSY90dxBpY,Kilen Woods State Park,WITHIN,81.81721,72.916626,
13,13,ChIJCYreFNJUi4cR7Qcd4Dk4ZVQ,landmark,ChIJC0TCSd1Vi4cRzbObIZivvss,Kilen Woods Campground,ACROSS_THE_ROAD,27.283493,6.7039084,
14,13,ChIJCYreFNJUi4cR7Qcd4Dk4ZVQ,area,ChIJBwn5SC2r9IcR1_lrvw69Prw,Kilen Woods State Park,,,,WITHIN
15,14,ChIJC0TCSd1Vi4cRzbObIZivvss,landmark,ChIJ6QfYBKhNi4cRMQSY90dxBpY,Kilen Woods State Park,WITHIN,75.8382,66.214874,
16,14,ChIJC0TCSd1Vi4cRzbObIZivvss,area,ChIJBwn5SC2r9IcR1_lrvw69Prw,Kilen Woods State Park,,,,WITHIN
17,16,ChIJFXJd8ChG9IcRQF_4Oik2pLc,area,ChIJFXJd8ChG9IcROfz2yk-Gzak,Minneopa State Park,,,,WITHIN
18,17,ChIJQ3nu5k-O9ocRIsAuHPc5zno,landmark,ChIJO1qHck-O9ocRDBHA_IT-AaE,Park Office,BESIDE,7.875951,1.2218647,
19,17,ChIJQ3nu5k-O9ocRIsAuHPc5zno,area,ChIJQ3nu5k-O9ocR1EywpNFpSV0,Sakatah Lake State Park,,,,WITHIN
20,18,ChIJ-fzw4gRH9IcR01_aWE_5dRc,landmark,ChIJmeK37CVH9IcRgqAjbURrbRM,Minneopa Falls Parking,AROUND_THE_CORNER,240.63748,258.30563,
21,18,ChIJ-fzw4gRH9IcR01_aWE_5dRc,area,ChIJFXJd8ChG9IcROfz2yk-Gzak,Minneopa State Park,,,,OUTSKIRTS
22,19,ChIJW5AOMAlH9IcRdB7EYbq-36I,area,ChIJFXJd8ChG9IcROfz2yk-Gzak,Minneopa State Park,,,,OUTSKIRTS
23,22,ChIJueDeLUaD9ocRTKs8wWMHglI,landmark,ChIJXy8ud0-D9ocRYtS3djrWRKc,Casey's,AROUND_THE_CORNER,171.02283,189.94205,
24,22,ChIJueDeLUaD9ocRTKs8wWMHglI,landmark,ChIJSeIqhkWD9ocRwRzqJPfan80,Tucker's Tavern,,279.32733,300.58273,
25,22,ChIJueDeLUaD9ocRTKs8wWMHglI,landmark,ChIJiVSvfU-D9ocRynwpcVcW7K8,Scoops,,333.50452,320.16968,
26,22,ChIJueDeLUaD9ocRTKs8wWMHglI,landmark,ChIJq4UtKESD9ocRs-sWWrcN4wE,Lake Francis City Park,,320.65338,417.92017,
27,22,ChIJueDeLUaD9ocRTKs8wWMHglI,landmark,ChIJt7GUXkWD9ocRuTOLnKjtwuY,Fischers Corner Bar Inc,,313.6715,340.95703,
28,23,ChIJT_8_L9g59IcRfFlRtP9COcU,landmark,ChIJ6aKcgU449IcRVyzpPgJXYB8,Jack McGowans Farm,,352.16794,0.0,
29,25,ChIJxzroSXk39IcRCjI0_Rz3ZbA,area,ChIJjxI77Hk39IcRLHs5Px4XQbk,Bluff Park,,,,NEAR
30,26,ChIJo65Y-WU39IcR5TKAOVtBvdQ,landmark,ChIJpXK2pjQ49IcRBpBVlZfp0-w,Ecumen Pathstone,,295.049,317.70428,
31,26,ChIJo65Y-WU39IcR5TKAOVtBvdQ,landmark,ChIJm7CMkTY49IcRAS4Bvk8rDP4,Sibley Park Gazebo,,172.0125,292.2215,
32,26,ChIJo65Y-WU39IcR5TKAOVtBvdQ,landmark,ChIJC2iH8zQ49IcREc7-fM6mx_A,Sibley Farm,,157.00381,311.86108,
33,26,ChIJo65Y-WU39IcR5TKAOVtBvdQ,landmark,ChIJeTYlwzU49IcRNUtCvtM22vo,Sibley Park Pavilion,,246.42169,390.31952,
34,26,ChIJo65Y-WU39IcR5TKAOVtBvdQ,area,ChIJYVXkAzQ49IcRzdxhrAXRkPA,Sibley Park,,,,WITHIN
35,30,ChIJ2VWs0Ssm9IcRbCLDPI8vW4c,area,ChIJ2VWs0Ssm9IcRhmDvVIHvU8s,Bray Park & Campground,,,,WITHIN
36,32,ChIJ29dXpAgx8YcR5eBNLOC2PcM,area,ChIJ29dXpAgx8YcRZb3i16SIeXM,Myre-Big Island State Park,,,,WITHIN
37,33,ChIJsV3IUkuh8IcRYuhQUnbLnrQ,area,ChIJsV3IUkuh8IcRq_6mwSrb42w,Lake Louise State Park,,,,OUTSKIRTS
38,34,ChIJUcunlQcf94cRkmruXEpVYE8,area,ChIJUcunlQcf94cRKAx7arCysiY,Rice Lake State Park,,,,WITHIN
39,36,ChIJyyWh4bTh-YcRI33l-lQmVzg,landmark,ChIJ8SrErK3h-YcRTh0KvV5TMo4,Quarry Hill Nature Center,BESIDE,44.45555,2.008789,
40,36,ChIJyyWh4bTh-YcRI33l-lQmVzg,landmark,ChIJZ-aub7rh-YcRY-9X5-oTop4,Olmsted County Recycling Center Plus,,325.28534,446.79318,
41,36,ChIJyyWh4bTh-YcRI33l-lQmVzg,landmark,ChIJfS-A8Zbh-YcREJ8sVTNTSB0,Olmsted County Hazardous Waste Facility,,325.28534,428.59082,
42,36,ChIJyyWh4bTh-YcRI33l-lQmVzg,area,ChIJyyWh4bTh-YcR-zOrL6SZrCo,Quarry Hill Park,,,,WITHIN
43,37,ChIJT-zqXTYf94cRut0wDz8kcc4,area,ChIJUcunlQcf94cRKAx7arCysiY,Rice Lake State Park,,,,WITHIN
44,38,ChIJcxHHV7z8-YcR_e5VG9Tuyh0,area,ChIJcxHHV7z8-YcRRHzR0gKnYSI,Root River Park,,,,OUTSKIRTS
45,39,ChIJtawBrhox8YcR8mgf2EhU-p4,area,ChIJ29dXpAgx8YcRZb3i16SIeXM,Myre-Big Island State Park,,,,WITHIN
46,40,ChIJj7RBhapf94cR8XpBf9T0rP4,landmark,ChIJXZLywrhf94cRCx5UQo3bwG0,Cascade Lake Beach,DOWN_THE_ROAD,119.52778,61.28437,
47,40,ChIJj7RBhapf94cR8XpBf9T0rP4,landmark,ChIJ26DnXW1f94cRKUiIjWpeVB8,Thesis Beer Project,,324.31046,440.0056,
48,40,ChIJj7RBhapf94cR8XpBf9T0rP4,area,ChIJ9fGUvwNf94cR76MhEGZGfxQ,Cascade Lake Park,,,,WITHIN
49,40,ChIJj7RBhapf94cR8XpBf9T0rP4,area,ChIJFWlFbQNf94cR59WGmGh5Jko,Shorewood Senior Campus,,,,NEAR
50,41,ChIJK3NkiSfV8IcRrwURJpTWTJM,area,ChIJF66udr3V8IcR0Zyy9O4dCmA,Moscow State Game Refuge,,,,OUTSKIRTS
51,42,ChIJxX1DChFY94cRWVGw-x11c9M,area,ChIJbcbBnRFY94cRk-r35fZILQw,South Pointe Park,,,,WITHIN
52,43,ChIJTx1cAHZk94cRn5yjoRrtIro,landmark,ChIJeUavt8rh-YcRvqz5iVQotbc,BriClean Mobile Truck Wash Inc.,,320.37308,365.9413,
53,43,ChIJTx1cAHZk94cRn5yjoRrtIro,area,ChIJTx1cAHZk94cRilCSwDUe95E,Oronoco Park,,,,WITHIN
54,44,ChIJES-UBZ_n9ocRpJ-HBLPKD-k,landmark,ChIJmRvJsXXn9ocRSXla1nDS7H8,Steele County Historical Society,,153.20363,294.4354,
55,44,ChIJES-UBZ_n9ocRpJ-HBLPKD-k,landmark,ChIJv78SbnXn9ocRSKndUrdEhLE,Village of Yesteryear,,148.56769,282.31952,
56,44,ChIJES-UBZ_n9ocRpJ-HBLPKD-k,landmark,ChIJ2eLDYJ7n9ocRu1dfCG3pCsc,Spare Time Entertainment,,185.76978,407.4974,
57,44,ChIJES-UBZ_n9ocRpJ-HBLPKD-k,landmark,ChIJfzKuxnXn9ocRLFwhwvXt12o,Casey's,,229.2136,379.30972,
58,44,ChIJES-UBZ_n9ocRpJ-HBLPKD-k,landmark,ChIJ62tumZnn9ocRltBMLKW0y14,El Tequila Mexican Restaurant,,172.98157,329.53116,
59,44,ChIJES-UBZ_n9ocRpJ-HBLPKD-k,area,ChIJES-UBZ_n9ocRZ3QnyXEkgOc,Steele County Fairgrounds Park,,,,WITHIN
60,44,ChIJES-UBZ_n9ocRpJ-HBLPKD-k,area,ChIJmRvJsXXn9ocRgQx4xXAENQQ,Steele County Historical Society,,,,NEAR
61,45,ChIJydaEmG9a94cRiO07UWP-c8E,area,ChIJydaEmG9a94cR1AlM75gsf_Y,Keller Wildlife Management Area,,,,OUTSKIRTS
62,46,ChIJPUDJRoRh94cR-RoEqNE1nvI,area,ChIJPUDJRoRh94cRsDh5e9x4_iU,Oronoco Prairie Scientific and Natural Area,,,,OUTSKIRTS
63,47,ChIJsc-Fawox8YcRgOEuPK5JDDI,area,ChIJ29dXpAgx8YcRZb3i16SIeXM,Myre-Big Island State Park,,,,OUTSKIRTS
64,48,ChIJQfRw7Tho94cR4wtdBu4WnVA,area,ChIJQfRw7Tho94cRONAS-NsEpz4,Oxbow Park & Zollman Zoo,,,,WITHIN
65,49,ChIJ8SrErK3h-YcRTh0KvV5TMo4,landmark,ChIJyyWh4bTh-YcRI33l-lQmVzg,Quarry Hill Park,WITHIN,50.40164,0.0,
66,49,ChIJ8SrErK3h-YcRTh0KvV5TMo4,landmark,ChIJZ-aub7rh-YcRY-9X5-oTop4,Olmsted County Recycling Center Plus,,361.3788,0.0,
67,49,ChIJ8SrErK3h-YcRTh0KvV5TMo4,landmark,ChIJZ-aub7rh-YcRxBVulOmB9J4,Olmsted Waste-to-Energy Facility,,492.49487,0.0,
68,49,ChIJ8SrErK3h-YcRTh0KvV5TMo4,landmark,ChIJfS-A8Zbh-YcREJ8sVTNTSB0,Olmsted County Hazardous Waste Facility,,361.3788,0.0,
69,49,ChIJ8SrErK3h-YcRTh0KvV5TMo4,area,ChIJyyWh4bTh-YcR-zOrL6SZrCo,Quarry Hill Park,,,,WITHIN
70,51,ChIJqbu2bP_N8IcR9-DgrpJKR6U,area,ChIJqbu2bP_N8IcRtKCEl6NiBWY,Jay C Hormel Nature Center,,,,OUTSKIRTS
71,52,ChIJQyh1p93m9ocR3JXTrPsK0qc,landmark,ChIJN-PFYODm9ocRqI4waeKatig,Brooktree Golf Course,,305.63168,425.8469,
72,52,ChIJQyh1p93m9ocR3JXTrPsK0qc,landmark,ChIJmxLqMITn9ocRDYxJUnodAj8,River Rock Disc Golf Course,ACROSS_THE_ROAD,115.79778,41.503372,
73,52,ChIJQyh1p93m9ocR3JXTrPsK0qc,landmark,ChIJhYTm1VHn9ocRmtUyeQqdbKs,Chill-aqui,,310.3226,425.33832,
74,52,ChIJQyh1p93m9ocR3JXTrPsK0qc,area,ChIJQyh1p93m9ocRqkGW6RMeWLk,Mineral Springs Park,,,,WITHIN
75,53,ChIJ8V1XGnas8IcR2NZyI1LLQhM,area,ChIJ8V1XGnas8IcR20ferOxpfAg,Grand Meadow Pine Lawn Park,,,,OUTSKIRTS
76,54,ChIJmb4VHsRv94cRVlzCkxa1o1w,landmark,ChIJSWx6LsRv94cRsZHpL9BQS4I,Island Market,,152.14212,189.8953,
77,54,ChIJmb4VHsRv94cRVlzCkxa1o1w,landmark,ChIJH9av-MNv94cRlUQXJPdMbVk,Dollar General,ACROSS_THE_ROAD,90.28085,37.006912,
78,54,ChIJmb4VHsRv94cRVlzCkxa1o1w,landmark,ChIJgfAERsRv94cRF6TTdrRBGVU,Kwik Trip,DOWN_THE_ROAD,210.60542,167.12396,
79,54,ChIJmb4VHsRv94cRVlzCkxa1o1w,landmark,ChIJ_T3jUsZv94cRgG59BcTvCjY,Subway,,366.01917,493.10803,
80,54,ChIJmb4VHsRv94cRVlzCkxa1o1w,landmark,ChIJZypE88Zv94cRJvNXsOu6gBY,Pine Island Sports Bar & Liquor Store,,243.71434,377.16153,
81,54,ChIJmb4VHsRv94cRVlzCkxa1o1w,area,ChIJHZQ_U8Fv94cR_g4TeaJB3oM,Trailhead Park,,,,OUTSKIRTS
82,55,ChIJe_njFvVW94cRUlXWGxt9MKs,area,ChIJe_njFvVW94cRdAg_2Oz8SbQ,Bear Cave Park,,,,WITHIN
83,56,ChIJPSoP79c294cRcGFWpDp14vw,area,ChIJPSoP79c294cR2EeMzsot9YY,Iron Horse Prairie Scientific and Natural Area,,,,OUTSKIRTS
84,57,ChIJ34mlN_4x8YcR-BwAKnh7asY,area,ChIJkSme_ekw8YcR0XeQodIhkyk,Saint Nicholas County Park,,,,OUTSKIRTS
85,58,ChIJybS2MmyW-YcRkM7vBrARIXM,landmark,ChIJZSNhXj6W-YcRSi0jm2L6D8U,Whitewater Valley Visitor Center & Office,DOWN_THE_ROAD,53.479836,47.275154,
86,58,ChIJybS2MmyW-YcRkM7vBrARIXM,landmark,ChIJY8v48ZOX-YcRgXTYxLTXIgQ,Minneiska Campground,AROUND_THE_CORNER,162.72572,263.5713,
87,58,ChIJybS2MmyW-YcRkM7vBrARIXM,landmark,ChIJOzpNdjiX-YcREnWrNizLw78,Upper Cedar Hills Campground,,197.13646,240.47075,
88,58,ChIJybS2MmyW-YcRkM7vBrARIXM,area,ChIJybS2MmyW-YcRwLXdSVVQj0I,Whitewater State Park,,,,WITHIN
89,59,ChIJETTiZFcF-ocRbSFw-TIPr8I,area,ChIJETTiZFcF-ocRF99-6qJF_pU,Mystery Cave State Park,,,,WITHIN
90,59,ChIJETTiZFcF-ocRbSFw-TIPr8I,area,ChIJF7lxu2ga-ocRGt0eGkfnBes,Forestville/Mystery Cave State Park,,,,OUTSKIRTS
91,59,ChIJETTiZFcF-ocRbSFw-TIPr8I,area,ChIJ3zUGYFcF-ocRZyBVrCtCzcY,Parking lot,,,,OUTSKIRTS
92,60,ChIJcWc6v8bc-4cRHuoeczNrkK8,landmark,ChIJEUDnKNLd-4cRw6G6tlU4cGk,Beaver Creek Valley Campground,,386.4,443.23865,
93,60,ChIJcWc6v8bc-4cRHuoeczNrkK8,area,ChIJcWc6v8bc-4cRjsk8OZcLXNU,Beaver Creek Valley State Park,,,,OUTSKIRTS
94,61,ChIJmRZeu0-n-YcRm1un5f0_sic,area,ChIJmRZeu0-n-YcRaFieNwPNnEI,John A. Latsch State Park,,,,WITHIN
95,63,ChIJt80voR8a-ocRdS0bnWGb5mU,landmark,ChIJd74AOxoa-ocRlorWm4Xh4sE,Forestville/Mystery Cave State Park,WITHIN,670.81433,399.8357,
96,63,ChIJt80voR8a-ocRdS0bnWGb5mU,area,ChIJt0V8yfUZ-ocRwiXvukM_jgs,Campgrounds,,,,OUTSKIRTS
97,63,ChIJt80voR8a-ocRdS0bnWGb5mU,area,ChIJF7lxu2ga-ocRGt0eGkfnBes,Forestville/Mystery Cave State Park,,,,OUTSKIRTS
98,64,ChIJd74AOxoa-ocRlorWm4Xh4sE,area,ChIJF7lxu2ga-ocRGt0eGkfnBes,Forestville/Mystery Cave State Park,,,,OUTSKIRTS
99,65,ChIJaTbjRG9B-YcRkyuOWFcjqeI,area,ChIJaTbjRG9B-YcR3H18feHTOQM,Perrot State Park,,,,WITHIN
100,67,ChIJgdRqC-fl-YcRIaE98X4yKek,area,ChIJgdRqC-fl-YcR_RpA3WSKj_E,Chester Woods Park,,,,OUTSKIRTS
101,68,ChIJt0fxZVyn-YcRh6500v7qOfc,landmark,ChIJmRZeu0-n-YcRm1un5f0_sic,John A. Latsch State Park,WITHIN,67.9956,67.62491,
102,68,ChIJt0fxZVyn-YcRh6500v7qOfc,area,ChIJmRZeu0-n-YcRaFieNwPNnEI,John A. Latsch State Park,,,,OUTSKIRTS
103,70,ChIJT0RYUgcM-YcR2DgB-ieQqkE,landmark,ChIJ22KfpSEL-YcR_zt0K3YSVlg,Merrick State Park Boat Ramp,,105.32366,0.0,
104,70,ChIJT0RYUgcM-YcR2DgB-ieQqkE,area,ChIJT0RYUgcM-YcR0nG9k7o7EKA,Merrick State Park,,,,OUTSKIRTS
105,71,ChIJjyQLDauX-YcRAYvbejEPbf8,area,ChIJybS2MmyW-YcRwLXdSVVQj0I,Whitewater State Park,,,,WITHIN
106,72,ChIJfSQ-sSiW-YcR-rBdLKo0kM8,area,ChIJybS2MmyW-YcRwLXdSVVQj0I,Whitewater State Park,,,,OUTSKIRTS
107,75,ChIJe2m75j3f-4cRzOmGXpnFgSU,landmark,ChIJGycSlW3f-4cRihudQHzBFV4,Houston Nature Center,,133.97215,0.0,
108,75,ChIJe2m75j3f-4cRzOmGXpnFgSU,landmark,ChIJb6LU9nLf-4cRFCoU44pabxs,International Owl Center,,462.32825,0.0,
109,75,ChIJe2m75j3f-4cRzOmGXpnFgSU,landmark,ChIJFbTOhHLf-4cRoLmH0xuOTHQ,American Legion,,398.64337,0.0,
110,75,ChIJe2m75j3f-4cRzOmGXpnFgSU,landmark,ChIJ5720A3Lf-4cR2jUNiOmJJFE,Farmers Win Coop,,313.18475,0.0,
111,75,ChIJe2m75j3f-4cRzOmGXpnFgSU,landmark,ChIJ8a5H-HLf-4cRw2LXJKuEx0I,Root River Market Co-Op,,412.63297,0.0,
112,75,ChIJe2m75j3f-4cRzOmGXpnFgSU,area,ChIJ9a2eJWzf-4cRPfnsyhjHT4c,Trailhead Park,,,,WITHIN
113,76,ChIJY2xo9uYh-ocRi9DidFr7Apg,landmark,ChIJFUzAzgch-ocRs8nIgO-4J_w,Beaver Bottoms Saloon,,246.6089,330.71616,
114,76,ChIJY2xo9uYh-ocRi9DidFr7Apg,landmark,ChIJXWfzyi8g-ocR547ektHI0fY,Drury's Furniture,,268.6799,354.48456,
115,76,ChIJY2xo9uYh-ocRi9DidFr7Apg,landmark,ChIJsc_Ryi8g-ocRO_lzSNgaEeQ,Village Square of Fountain,,211.09511,317.0988,
116,76,ChIJY2xo9uYh-ocRi9DidFr7Apg,landmark,ChIJEQ7qzC8g-ocRotKHyCXsoQ0,"Karst Brewing, LLC",,188.5394,253.7344,
117,77,ChIJY8v48ZOX-YcRgXTYxLTXIgQ,landmark,ChIJybS2MmyW-YcRkM7vBrARIXM,Whitewater State Park,WITHIN,175.14372,263.56528,
118,77,ChIJY8v48ZOX-YcRgXTYxLTXIgQ,landmark,ChIJOzpNdjiX-YcREnWrNizLw78,Upper Cedar Hills Campground,,298.6636,457.64185,
119,77,ChIJY8v48ZOX-YcRgXTYxLTXIgQ,landmark,ChIJZSNhXj6W-YcRSi0jm2L6D8U,Whitewater Valley Visitor Center & Office,AROUND_THE_CORNER,213.73741,310.841,
120,77,ChIJY8v48ZOX-YcRgXTYxLTXIgQ,area,ChIJybS2MmyW-YcRwLXdSVVQj0I,Whitewater State Park,,,,WITHIN
121,78,ChIJmbgkSgiX-YcR6KV8mWaRGQg,area,ChIJybS2MmyW-YcRwLXdSVVQj0I,Whitewater State Park,,,,WITHIN
122,79,ChIJP-j-kWuW-YcRbpwqmN4vipo,area,ChIJybS2MmyW-YcRwLXdSVVQj0I,Whitewater State Park,,,,WITHIN
123,81,ChIJC3h6Uy5F-YcRhh_SQx0uypI,landmark,ChIJC9G1d8hE-YcRM8LRDrDui-s,Scenic Acres Camp Ground,,372.91586,372.43216,
124,81,ChIJC3h6Uy5F-YcRhh_SQx0uypI,area,ChIJC3h6Uy5F-YcRwVmzIZjJ2ho,Great River Bluffs State Park,,,,OUTSKIRTS
125,82,ChIJz8K_2p7T_YcRsC1sevNY5io,landmark,ChIJLSe_6W3T_YcRzpOrNaR2RUU,Park Office,WITHIN,6.774124,23.901043,
126,82,ChIJz8K_2p7T_YcRsC1sevNY5io,area,ChIJz8K_2p7T_YcRQCnWqu_cM-Q,Wildcat Mountain State Park,,,,WITHIN
127,83,ChIJEZN1WOdE-YcRfZdny7nVi64,area,ChIJEZN1WOdE-YcRQsXwBZTKPUI,King's and Queen's Bluff Scientific and Natural Area,,,,OUTSKIRTS
128,83,ChIJEZN1WOdE-YcRfZdny7nVi64,area,ChIJC3h6Uy5F-YcRwVmzIZjJ2ho,Great River Bluffs State Park,,,,OUTSKIRTS
129,85,ChIJT1EJaWr5-4cRkK1H8B7U34w,area,ChIJcSgbp0L5-4cRdNtkGpOvwoU,Wildcat Park & Landing,,,,WITHIN
130,86,ChIJbcs3BUpF-YcRKrGFml5nODY,area,ChIJC3h6Uy5F-YcRwVmzIZjJ2ho,Great River Bluffs State Park,,,,WITHIN
131,87,ChIJDy1RRqBX-YcRIHokmR2pY8U,landmark,ChIJAa7P5sBW-YcRI5Zz6J1_NsU,Old Hickory Park,DOWN_THE_ROAD,273.99414,258.02695,
132,88,ChIJZRaOcUhF-YcR5pu2CrIJJio,area,ChIJC3h6Uy5F-YcRwVmzIZjJ2ho,Great River Bluffs State Park,,,,OUTSKIRTS
133,89,ChIJj1N2zURt_ocR4gQiwjB3yjI,area,ChIJj1N2zURt_ocRvUmOz5XEcJg,Mill Bluff State Park,,,,WITHIN
134,89,ChIJj1N2zURt_ocR4gQiwjB3yjI,area,ChIJe_5iG0Nt_ocRR7JMkDSR8UE,Mill Bluff State Natural Area,,,,NEAR
135,90,ChIJxX1Xx4ZPB4gR9wtIbFQp21o,area,ChIJxX1Xx4ZPB4gRDrXlZBJ597s,Rocky Arbor State Park,,,,OUTSKIRTS
136,91,ChIJDTNhWACoAIgRrv66WSJaY0Y,area,ChIJrW9cFgCoAIgRy4dHuGOBiGw,Buckhorn State Park,,,,OUTSKIRTS
137,92,ChIJk-93dzxPB4gRmIbv1GCZB_g,area,ChIJk-93dzxPB4gR3Zoyhsrb3X8,Dells of the Wisconsin River State Natural Area,,,,OUTSKIRTS
138,94,ChIJrQLeEsJFB4gR50vbpemyJEo,landmark,ChIJXbQqmzVEB4gRJZuuaIyJRJI,Top Secret (Attraction),,350.88403,422.54022,
139,94,ChIJrQLeEsJFB4gR50vbpemyJEo,landmark,ChIJA0KJbzVEB4gRyO392K0Nd1Q,Wisconsin Deer Park,,394.19,498.8716,
140,95,ChIJ_RhdIMJFB4gRZEaaeWgt9MU,landmark,ChIJS0yl7cNFB4gRoC-3Acu6mYU,Mt. Olympus Parks - Outdoor Water Park,,351.61508,419.73486,
141,96,ChIJyeFq6xSeAIgRv7XW47YBKO8,area,ChIJyeFq6xSeAIgRwMRcnvDOwwU,Juneau County Wilderness Park,,,,WITHIN
142,97,ChIJ3WTR_AufAIgRGW075lkL9xo,area,ChIJdXMPUwmfAIgRNz9OrtY6uKY,Adams County Petenwell Park,,,,WITHIN
143,98,ChIJA0KJbzVEB4gRyO392K0Nd1Q,landmark,ChIJXbQqmzVEB4gRJZuuaIyJRJI,Top Secret (Attraction),,64.603355,298.44507,
144,98,ChIJA0KJbzVEB4gRyO392K0Nd1Q,landmark,ChIJh-LdTTVEB4gRHb6iJMciLOo,Timbavati Wildlife Park,,318.15826,360.48608,
145,98,ChIJA0KJbzVEB4gRyO392K0Nd1Q,landmark,ChIJH6keTeZFB4gRnXp_sO5x8l0,Goody Goody Gum Drop,AROUND_THE_CORNER,145.25282,191.19818,
146,98,ChIJA0KJbzVEB4gRyO392K0Nd1Q,landmark,ChIJ5ZRyh91FB4gRLAqmeEViBKU,Natura Treescape Resort,AROUND_THE_CORNER,199.83461,225.27867,
147,98,ChIJA0KJbzVEB4gRyO392K0Nd1Q,landmark,ChIJrQLeEsJFB4gR50vbpemyJEo,Mt. Olympus - Water & Theme Park Resort,,419.84042,498.87875,
148,99,ChIJS0yl7cNFB4gRoC-3Acu6mYU,landmark,ChIJxbpZ8MNFB4gRObU1sG2OuEw,Mt. Olympus - Indoor Water Park,,94.93746,276.17706,
149,99,ChIJS0yl7cNFB4gRoC-3Acu6mYU,landmark,ChIJj7soAsdFB4gRcpXR6L99ztk,Bluegreen Vacations Odyssey Dells Resort,,361.39587,407.99118,
150,99,ChIJS0yl7cNFB4gRoC-3Acu6mYU,landmark,ChIJ_RhdIMJFB4gRZEaaeWgt9MU,Mt. Olympus - Outdoor Theme Park,,351.61508,419.73157,
151,99,ChIJS0yl7cNFB4gRoC-3Acu6mYU,landmark,ChIJGddoUMZFB4gR_yVujBOjujY,Mt. Olympus - Hotel Rome,,220.28313,322.59836,
152,99,ChIJS0yl7cNFB4gRoC-3Acu6mYU,landmark,ChIJG8Y4AsdFB4gRXP1fon3Ajfc,Mt. Olympus Indoor Water & Theme Park,,91.63079,315.91568,
153,99,ChIJS0yl7cNFB4gRoC-3Acu6mYU,area,ChIJRVzinsZFB4gRt3uZyNsi8yA,Alligator Alley Adventures,,,,NEAR
154,101,ChIJv4Z_T-dt_ocRzA33reKE0vg,landmark,ChIJLVBvgt9t_ocRZsj7AkXIdRg,Road Ranger,,371.25513,478.63638,
155,101,ChIJv4Z_T-dt_ocRzA33reKE0vg,area,ChIJ7QL8guBt_ocRrLEw4mznGrI,Oakdale KOA Journey,,,,WITHIN
156,102,ChIJXd3MQ_FFB4gRY7Qubd8gHGg,area,ChIJqQsYc_FFB4gRriCoDnHTnV0,Pioneer Drive Auto LLC,,,,NEAR
157,106,ChIJ9Sv-ndhPB4gR8_FAA50i3No,landmark,ChIJt2_Ym9hPB4gRBKbVpAvC28o,Arrowhead Resort Campground,,210.06548,0.0,
158,106,ChIJ9Sv-ndhPB4gR8_FAA50i3No,landmark,ChIJt2_Ym9hPB4gRWbmQFROI29I,Arrowhead Resort Campground,,210.06548,0.0,
159,107,ChIJ3dH-KT1GB4gRb6GRxfe8CQE,landmark,ChIJZy0SqAhGB4gR7MhYRuyQkdk,Dells Mining Co,ACROSS_THE_ROAD,29.865017,18.094498,
160,107,ChIJ3dH-KT1GB4gRb6GRxfe8CQE,landmark,ChIJ_UVcoAhGB4gR9R8DAuAY-PA,Carr Valley Cheese Co Inc,BESIDE,14.898206,8.26635,
161,107,ChIJ3dH-KT1GB4gRb6GRxfe8CQE,landmark,ChIJb9k2qAhGB4gRpT6aLPZJkKA,Famous Dave's Bar-B-Que,ACROSS_THE_ROAD,44.759575,36.772923,
