OGC_FID,UNIT_NAME,UNIT_TYPE,PGRM_PROJE,GIS_ACRES,LEGISLATIV,Shape_Leng,Shape_Area,geom
0,Caribou Falls,State Wayside,SWS00503,90.96145439,Caribou Falls State Wayside,2768.58926234,368107.945888,"POLYGON ((648208.4464999996 5258412.612500001, 648203.6754999999 5258410.1284, 648196.4106000001 5258569.485400001, 648191.2419999996 5258703.608100001, 648187.4892999995 5258801.023800001, 648178.7769999998 5259027.126499999, 648175.9175000004 5259101.3379999995, 648160.5930000003 5259499.044500001, 648561.1392000001 5259510.547499999, 648568.2819999997 5259510.7665, 648580.3108999999 5259115.7991, 648590.3525 5258786.113, 648588.2582999999 5258784.9012, 648578.8595000003 5258779.3467999995, 648572.7237999998 5258775.4506, 648565.0253999997 5258770.250700001, 648558.2369999997 5258765.361099999, 648551.5960999997 5258760.278999999, 648545.0972999996 5258755.007099999, 648532.5844999999 5258743.9274, 648525.9233755236 5258737.478564482, 648519.4720000001 5258730.8199000005, 648512.5811999999 5258723.1983, 648505.4364999998 5258713.5984000005, 648494.0083999997 5258712.6647, 648487.0306000002 5258704.130000001, 648464.0209999997 5258675.9866, 648437.9859999996 5258645.1656, 648416.7706000004 5258616.533399999, 648409.3219999997 5258605.4496, 648403.3771000002 5258597.728, 648398.0513000004 5258590.827400001, 648392.8607999999 5258584.162900001, 648387.1100000003 5258576.8434, 648380.1703000003 5258568.2129999995, 648374.6935999999 5258561.558599999, 648370.7755000005 5258556.8783, 648366.7748999996 5258552.183499999, 648361.2034 5258545.7719, 648356.0328000002 5258539.9836, 648351.6447000001 5258535.1768, 648345.1199000003 5258528.2206, 648313.4270000001 5258497.5956, 648304.1901000002 5258488.491599999, 648293.7319999998 5258478.183700001, 648278.0647999998 5258464.763699999, 648269.5470000003 5258457.5252, 648264.5630000001 5258453.3781, 648258.3455999997 5258448.297800001, 648251.8743000003 5258443.1414, 648244.9455000004 5258437.7717, 648239.7204999998 5258433.818600001, 648230.5801999997 5258427.185799999, 648223.2081000004 5258422.0767, 648218.0378 5258418.613, 648213.2544999998 5258415.593, 648208.4464999996 5258412.612500001))"
1,Flood Bay,State Wayside,SWS00512,18.79040729,Flood Bay State Wayside,1572.02441291,76042.0804111,"POLYGON ((602863.9205999998 5210112.193299999, 602869.0537999999 5210118.026000001, 602950.4380000001 5210210.5, 603006.1359999999 5210268.971000001, 603068.6950000003 5210334.645, 603075.8569999998 5210342.164000001, 603089.7139999997 5210356.7129999995, 603098.5630000001 5210366, 603199.6210000003 5210483.976, 603226.8623000002 5210515.7771000005, 603259.5000999998 5210515.5, 603292.6874000002 5210515.9999, 603283.625 5210504, 603257.6880000001 5210476, 603217.375 5210410, 603191.75 5210363, 603177.4380000001 5210331.5, 603155.375 5210296, 603137.6880000001 5210253.999, 603129.6880000001 5210205.5, 603121.4380000001 5210140, 603121.4380000001 5210101.5, 603122 5210049, 603147.3124000002 5209937.0001, 603032.0625 5210004.4999, 602921 5210070.0001, 602862.2785999998 5210110.3276, 602863.9205999998 5210112.193299999))"
2,Old Mill,State Park,SPK00247,287.82007304,Old Mill State Park,4744.64521811,1164766.51107,"POLYGON ((235888.4310999997 5362185.7925, 235875.09669999965 5361921.4527, 235072.59759999998 5361955.0721, 235092.57459999993 5362358.4724, 235112.92540000007 5362769.397399999, 235314.27520000003 5362953.77, 235322.88150000013 5362954.153000001, 235354.07129999995 5363571.558499999, 235378.2692999998 5363570.378799999, 235956.85979999974 5363542.171499999, 235948.5683000004 5363333.536, 235915.6467000004 5362725.281199999, 235910.5806 5362624.860400001, 235895.37119999994 5362323.367000001, 235892.65579999983 5362269.5406, 235888.4310999997 5362185.7925))"
3,Savanna Portage,State Park,SPK00259,15185.561631,Savanna Portage State Park,83786.6920395,61453787.6141,"MULTIPOLYGON (((485168.01889999956 5188871.5013, 485570.0175000001 5188865.998500001, 485562.27579999994 5188463.0033, 485559.1348000001 5188299.6883000005, 485554.53479999956 5188060.5035, 485722.0982999997 5188061.263, 485726.19299999997 5188061.2816, 485774.9605999999 5188061.502800001, 485758.6889000004 5187658.995100001, 485839.39190000016 5187659.3958, 486162.82830000017 5187661.0011, 486166.92760000005 5187764.7783, 486185.4303000001 5187766.9958, 486217.5893000001 5187764.580800001, 486252.7000000002 5187789.215299999, 486291.19739999995 5187848.369999999, 486314.35649999976 5187919.1779, 486336.2675999999 5187979.8246, 486349.4129999997 5188029.589400001, 486346.61010000017 5188063.7018, 486340.9623999996 5188073.7206, 486329.6947999997 5188090.6219, 486304.1676000003 5188109.1053, 486276.17399999965 5188136.630999999, 486269.6013000002 5188161.982999999, 486283.7165999999 5188186.0962000005, 486305.2829 5188221.9014, 486303.40390000027 5188256.8181, 486274.2962999996 5188290.6208, 486228.8535000002 5188313.982799999, 486211.07830000017 5188317.5403, 486165.0120000001 5188324.5726, 486132.5275999997 5188322.5633000005, 486094.01489999983 5188308.162799999, 486066.5537999999 5188296.1066, 486063.20490000024 5188304.143999999, 486088.9916000003 5188341.3171, 486101.71750000026 5188367.773600001, 486095.01960000023 5188393.895099999, 486075.2363 5188417.3805, 486062.09080000035 5188427.709100001, 486052.67009999976 5188464.327299999, 486048.9453999996 5188524.4223, 486047.06740000006 5188559.163799999, 486052.70129999984 5188609.867799999, 486073.35840000026 5188663.388499999, 486065.84669999965 5188716.909399999, 486049.88430000003 5188762.918400001, 486017.9595999997 5188793.9043000005, 485913.7489 5188809.395, 485804.3036000002 5188786.8773, 485804.9879999999 5188803.5043, 485807.58050000016 5188866.4998, 485570.0175000001 5188865.998500001, 485577.53249999974 5189270.498500001, 485584.9720999999 5189675.503900001, 485589.28479999956 5189907.7618, 485592.4829000002 5190079.9957, 485600.0033 5190485.001499999, 485835.50600000005 5190481.4969999995, 486238.11539999954 5190476.0021, 486640.72420000006 5190470.0021, 487043.4096999997 5190464.4966, 487446.0190000003 5190459.0002, 489053.9749999996 5190462.996300001, 490613.9950000001 5190445.9958999995, 491430.9494000003 5190443.1087, 492240.64740000013 5190436.710899999, 493845.76209999993 5190436.4593, 493896.9818000002 5192043.9980999995, 495503.05260000005 5192016.981000001, 495503.06439999957 5192017.3138, 495880.0253999997 5192037.598099999, 496273.7154000001 5192058.8083, 496667.4025999997 5192080.044500001, 497061.08719999995 5192101.306500001, 497059.83019999973 5191698.816, 497058.5728000002 5191296.325999999, 497057.31549999956 5190893.8354, 497056.05819999985 5190491.3453, 496659.1135 5190470.103700001, 496262.1659000004 5190448.8881, 495865.21549999993 5190427.698999999, 495447.02080000006 5190405.4045, 495447.00629999954 5190404.9953000005, 495434.1018000003 5189621.327199999, 495420.98890000023 5188824.998400001, 495414.76580000017 5188426.496099999, 495408.4671 5188028.499, 495402.2440999998 5187629.9978, 495006.56209999975 5187629.4954, 494610.87930000015 5187628.497400001, 494215.12040000036 5187627.5041000005, 493802.1161000002 5187626.6274999995, 493408.98369999975 5187629.4997000005, 492998.52979999967 5187632.4986000005, 492998.60830000043 5187635.745200001, 492177.30370000005 5187635.745200001, 492177.3929000003 5187638.0002, 492177.4522000002 5187639.500499999, 491374.17080000043 5187646.1667, 491373.99909999967 5187641.0022, 490972.3021 5187642.5024, 490960.52880000044 5187247.997300001, 490952.1457000002 5186854.001800001, 490943.76240000036 5186459.9987, 490935.3849999998 5186066.499, 490926.9968999997 5185672.4967, 490525.99260000046 5185678.003699999, 490131.7514000004 5185672.0736, 490064.85419999994 5185671.067399999, 489737.5131000001 5185666.501700001, 489343.2726999996 5185660.4979, 488949.0332000004 5185654.998199999, 488950.2801000001 5185254.499399999, 488951.52550000045 5184854.4964000005, 488952.77139999997 5184453.9987, 488954.01800000016 5184053.9965, 488550.4911000002 5184050.997400001, 488146.9642000003 5184047.998199999, 487743.5136000002 5184045.0030000005, 487339.9866000004 5184041.998, 486938.2193999998 5184045.5024, 486939.48340000026 5184444.9969999995, 486940.74810000043 5184844.9968, 486538.97449999955 5184843.9976, 486540.2357999999 5185241.5033, 486541.4968999997 5185639.0001, 486139.71729999967 5185634.0019000005, 485738.01379999984 5185629.0031, 485736.75930000003 5185236, 485735.5044999998 5184842.997400001, 486137.2775999997 5184843.5024999995, 486136.60199999996 5184631.296800001, 486136.0201000003 5184448.501, 486537.7139999997 5184446.9969, 486536.52919999976 5184049.5013, 486525.86959999986 5183802.5287999995, 486519.11369999964 5183646.0001, 486501.7748999996 5183243.003900001, 486098.8662999999 5183246.4991, 485696.0329999998 5183249.4988, 485714.51379999984 5183652.998400001, 485732.99540000036 5184057.0030000005, 485498.02809999976 5184059.001800001, 485483.7357999999 5183655.0013999995, 485469.52049999963 5183251.496300001, 485455.2290000003 5182848.0013999995, 485441.0131999999 5182444.0023, 485438.04420000035 5182050.8451000005, 485438.00009999983 5182044.997400001, 485434.98610000033 5181645.4979, 485432.0789999999 5181260.5342, 485431.9757000003 5181246.5034, 485429.03550000023 5180846.995200001, 485028.48979999963 5180850.000399999, 484628.01960000023 5180852.500499999, 484227.4737999998 5180855.4953000005, 483827.0033999998 5180858.003900001, 483815.7878999999 5180511.8138, 483814.01219999976 5180457.0042, 483801.0203999998 5180055.5002999995, 483795.6934000002 5179891.0715, 483788.02940000035 5179654.5013999995, 483784.6793999998 5179550.972100001, 483775.0378999999 5179252.998400001, 483763.7937000003 5178908.9978, 483362.80289999954 5178919.9986000005, 482961.81149999984 5178930.503699999, 482949.3479000004 5178524.0024999995, 482936.95999999996 5178116.997199999, 482536.73039999977 5178128.0024, 482524.7252000002 5177720.9999, 482125.03029999975 5177731.997400001, 481721.5081000002 5177751.489, 481721.0557000004 5177630.726500001, 481720.00349999964 5177349.9432, 481354.05709999986 5177364.442399999, 481317.5270999996 5177365.889699999, 481232.2905000001 5177369.266799999, 480915.0504999999 5177381.8356, 480914.77049999963 5177576.6468, 480914.4632000001 5177790.470899999, 480915.2910000002 5177977.322799999, 480919.5714999996 5177985.431500001, 480935.4763000002 5177993.7773, 480947.66839999985 5178000.174799999, 480974.2692999998 5178000.142000001, 480988.09580000024 5178017.7948, 481007.1732999999 5178042.1515999995, 481011.27329999954 5178047.386399999, 481020.37129999977 5178069.638900001, 481031.95859999955 5178097.9803, 481037.7522999998 5178112.150599999, 481043.03050000034 5178125.0605999995, 481043.88430000003 5178127.148800001, 481048.4989 5178140.1273, 481058.7895999998 5178169.0691, 481063.91779999994 5178183.4923, 481065.2505000001 5178187.2404, 481069.09530000016 5178198.0308, 481075.68599999975 5178206.7031, 481085.0504999999 5178218.9933, 481097.2193999998 5178234.9638, 481102.2017999999 5178244.4021000005, 481112.0323999999 5178263.0241, 481117.84800000023 5178296.697799999, 481120.9633999998 5178314.7369, 481122.02639999986 5178320.6734, 481124.8728 5178336.5699000005, 481127.71949999966 5178352.4684999995, 481132.8683000002 5178381.224300001, 481133.6956000002 5178382.588400001, 481141.6233000001 5178395.6631000005, 481149.5508000003 5178408.737299999, 481157.4776999997 5178421.810799999, 481171.3705000002 5178444.723099999, 481182.4929999998 5178460.384299999, 481191.40979999956 5178472.9396, 481196.5373999998 5178480.1598000005, 481200.73780000024 5178485.2805, 481198.23319999967 5178486.586300001, 481208.11560000014 5178498.366800001, 481214.71750000026 5178512.104499999, 481221.3195000002 5178525.8423, 481227.91640000045 5178539.5699000005, 481239.94290000014 5178533.272, 481277.35140000004 5178580.998199999, 481347.5630999999 5178579.327, 481350.4757000003 5178658.927999999, 481350.90979999956 5178670.792199999, 481351.27749999985 5178680.84, 481352.7715999996 5178721.671700001, 481358.67899999954 5178883.120200001, 481360.76910000015 5178940.2412, 481362.35199999996 5178983.5013, 481432.9001000002 5178980.759400001, 481593.7165000001 5178974.5089, 481761.1288999999 5178968.0023, 481763.9808 5179082.8881, 481764.48479999974 5179094.3829, 481764.7849000003 5179101.231799999, 481765.29959999956 5179121.963400001, 481766.3459000001 5179164.0319, 481766.21690000035 5179172.9626, 481767.12409999967 5179209.5101, 481768.03139999975 5179246.0578000005, 481768.9857000001 5179284.502699999, 481770.63329999987 5179284.4595, 481848.8836000003 5179282.4048, 482168.98780000024 5179274, 482178.24540000036 5179675.4986000005, 482186.51219999976 5180033.603399999, 482187.5025000004 5180076.5024, 482590.86340000015 5180071.4977, 482994.2235000003 5180065.9976, 483005.3864000002 5180467.503900001, 483016.4726 5180868.4967, 483199.2507999996 5180866.018999999, 483421.7377000004 5180863.0030000005, 483424.5262000002 5181266.9958, 483425.20409999974 5181367.8729, 483425.8820000002 5181468.7499, 483426.56010000035 5181569.6269000005, 483427.15749999974 5181658.5253, 483427.2379999999 5181670.503900001, 483443.1637000004 5181670.2872, 483831.51400000043 5181665.0013, 483832.91779999994 5181916.1686, 483833.00289999973 5181931.401699999, 483833.1732000001 5181961.8682, 483833.3435000004 5181992.3346, 483833.51379999984 5182022.801100001, 483833.59889999963 5182038.0342, 483833.7692 5182068.500700001, 484191.24729999993 5182063.149599999, 484186.54449999984 5182075.7378, 484186.5582999997 5182086.738500001, 484196.1058 5182097.7271, 484224.00150000025 5182119.693600001, 484235.2575000003 5182131.337300001, 484235.8783999998 5182235.1598000005, 484211.67980000004 5182236.3155000005, 484205.08779999986 5182242.924000001, 484208.8685999997 5182257.5558, 484217.31240000017 5182263.8123, 484214.6665000003 5182278.8475, 484222.74450000003 5182287.6379, 484236.1942999996 5182287.9846, 484236.45469999965 5182331.550899999, 484227.19880000036 5182330.9014, 484212.5340999998 5182333.119899999, 484205.4414999997 5182337.5044, 484214.03110000025 5182357.319399999, 484226.51580000017 5182371.2379, 484236.7320999997 5182377.9333, 484237.2527999999 5182464.9969999995, 484251.31120000035 5182865.9976, 484652.6172000002 5182860.0024, 484656.6216000002 5182973.876499999, 484666.7536000004 5183262.0030000005, 485068.1366999997 5183256.5024, 485074.2779000001 5183431.550899999, 485082.3054999998 5183659.5019000005, 485093.32930000033 5183972.531099999, 485093.3340999996 5183972.668099999, 485093.33889999986 5183972.805, 485096.4885999998 5184061.999299999, 485096.1058 5184062.002599999, 485097.96609999985 5184456.4957, 485099.53270000033 5184850.497199999, 485101.77799999993 5185244.498299999, 485104.0234000003 5185638.4999, 485102.74679999985 5185638.5393, 484698.99039999954 5185651.0033, 484697.74010000005 5185651.041300001, 484337.2176000001 5185661.9954, 484313.9894000003 5185711.1259, 484289.0541000003 5185778.057399999, 484240.4960000003 5185843.6764, 484199.81230000034 5185880.4231, 484132.88069999963 5185883.047900001, 484050.20079999976 5185879.1108, 483980.6445000004 5185893.547, 483968.83299999963 5185902.7336, 483979.33210000023 5185914.5451, 483995.26680000033 5185932.001800001, 484030.9737999998 5185999.6076, 483996.39300000016 5186036.5966, 483959.2681 5186075.1609000005, 483930.7740000002 5186095.6537999995, 483909.0892000003 5186105.301899999, 483911.2249999996 5186150.997400001, 483922.57349999994 5186393.8029, 483926.4855000004 5186477.5011, 483945.2626 5186877.9958, 483945.9025999997 5186891.6457, 483963.9709999999 5187278.9954, 483963.4829000002 5187680.4954, 483962.9956 5188082.500700001, 483962.5075000003 5188484.001700001, 483962.0226999996 5188887.9977, 484364.0214999998 5188882.495999999, 484766.02020000014 5188877.0035999995, 485168.01889999956 5188871.5013), (486496.2867999999 5186450.0021, 486546.5537999999 5186450.500499999, 486547.06230000034 5186530.9299, 486496.79530000035 5186530.431600001, 486496.2867999999 5186450.0021), (485485.9025999997 5185626.5013, 485508.98029999994 5185625.996300001, 485509.55090000015 5185655.9953000005, 485515.9258000003 5186001.998299999, 485478.3152999999 5185953.499299999, 485333.95880000014 5185935.4956, 485281.7457999997 5185964.504000001, 485225.65830000024 5185941.001, 485215.20999999996 5185869.5043, 485182.65660000034 5185845.000600001, 485293.2516000001 5185725.501, 485316.06039999984 5185631.998299999, 485404.5399000002 5185551.503900001, 485442.71580000035 5185565.0041000005, 485485.9025999997 5185626.5013), (488719.8158 5186539.4515, 488706.10809999984 5186530.5416, 488674.58079999965 5186530.5416, 488662.24399999995 5186530.5415, 488650.5926000001 5186524.3730999995, 488631.4020999996 5186509.9803, 488623.86290000007 5186501.0703, 488605.13709999993 5186494.0002999995, 488566.9765999997 5186472.969799999, 488559.43709999975 5186459.5008000005, 488553.9545999998 5186438.015799999, 488558.9815999996 5186400.551999999, 488577.9428000003 5186371.5342999995, 488585.4819 5186353.028899999, 488592.9144000001 5186324.9704, 488599.7028000001 5186268.462400001, 488596.3158 5186232.1744, 488577.92980000004 5186199.273, 488565.3499999996 5186178.9518, 488551.8024000004 5186137.825099999, 488543.65830000024 5186112.1645, 488536.8032999998 5186078.3126, 488542.2729000002 5186066.255999999, 488541.9784000004 5186056.4953000005, 488541.5817999998 5186043.994999999, 488550.2993000001 5185995.0287999995, 488562.5077999998 5185975.5384, 488575.4759999998 5185956.086100001, 488596.5493000001 5185946.359999999, 488606.2753999997 5185935.012800001, 488630.59080000035 5185904.213400001, 488663.62519999966 5185904.347100001, 488677.6013000002 5185915.741800001, 488676.6336000003 5185927.3539, 488683.89130000025 5185937.514599999, 488701.79339999985 5185954.449100001, 488716.79250000045 5185955.4168, 488740.5007999996 5185972.351299999, 488756.95129999984 5185981.0604, 488763.2412999999 5185996.543299999, 488789.85259999987 5186029.9285, 488822.26999999955 5186056.0559, 488839.2045 5186064.281300001, 488901.13630000036 5186130.567600001, 488913.23230000027 5186135.4059, 488928.7153000003 5186134.4383000005, 488951.73759999964 5186136.862, 488974.36259999964 5186137.840299999, 488989.48280000035 5186137.840299999, 489008.3827999998 5186149.9364, 489015.18680000026 5186177.908399999, 489025.77080000006 5186205.124600001, 489047.6950000003 5186223.2686, 489081.7150999997 5186233.8528, 489090.03110000025 5186251.9968, 489104.3953 5186257.288799999, 489111.1991999997 5186263.3368, 489094.56709999964 5186314.744899999, 489083.2270999998 5186358.5933, 489085.49509999994 5186397.1493, 489096.77249999996 5186460.4904, 489104.9974999996 5186506.553300001, 489118.0197999999 5186542.8784, 489131.0417999998 5186567.5518, 489125.55879999977 5186576.4618, 489105.68290000036 5186582.630100001, 489100.8853000002 5186597.0231, 489112.4293999998 5186608.5908, 489107.0536000002 5186623.067399999, 489077.08490000013 5186633.002599999, 489022.8783 5186640.1578, 488987.90500000026 5186621.734300001, 488954.2893000003 5186604.4888, 488933.65330000035 5186598.3938, 488912.40660000034 5186590.854800001, 488887.733 5186599.079299999, 488871.96949999966 5186611.416099999, 488841.12739999965 5186639.5165, 488805.3770000003 5186656.5196, 488773.2407999998 5186657.9889, 488748.92540000007 5186641.7787999995, 488735.9572999999 5186615.8423999995, 488735.9572999999 5186589.9059999995, 488731.4402999999 5186566.3716, 488719.8158 5186539.4515), (487791.4008999998 5188995.701400001, 487754.11510000005 5189003.691400001, 487728.81400000025 5188999.6965, 487676.8803000003 5188974.395400001, 487603.6403000001 5188935.777899999, 487539.7215999998 5188891.833900001, 487525.5127999997 5188868.880999999, 487522.41029999964 5188863.8694, 487495.7775999997 5188843.8949, 487455.8284999998 5188829.2469999995, 487417.56819999963 5188842.650800001, 487365.2773000002 5188825.2521, 487333.31790000014 5188825.2521, 487301.3585999999 5188810.6041, 487254.7514000004 5188782.639599999, 487225.4554000003 5188742.6905000005, 487205.4808 5188706.736400001, 487154.8786000004 5188669.4505, 487142.89389999956 5188649.4759, 487106.9397999998 5188644.149499999, 487078.97530000005 5188645.4811, 487051.01099999994 5188629.5013999995, 487009.73029999994 5188637.4913, 486971.8822999997 5188634.9198, 486949.79480000027 5188612.8323, 486946.11340000015 5188588.2905, 486932.6155000003 5188539.2071, 486916.66339999996 5188515.8925, 486920.3446000004 5188501.1675, 486935.8496000003 5188467.3596, 486968.2008999996 5188415.2718, 486991.51549999975 5188403.0008000005, 486997.0225999998 5188369.840299999, 487082.3197999997 5188297.4715, 487148.5822999999 5188276.611300001, 487207.48230000027 5188253.296599999, 487245.07239999995 5188235.655099999, 487306.8761 5188225.0735, 487360.64080000017 5188222.3826, 487395.2520000003 5188228.841399999, 487420.9949000003 5188237.3445, 487441.85529999994 5188247.1611, 487487.25739999954 5188239.798800001, 487541.24909999967 5188222.6194, 487587.8783 5188182.1258000005, 487608.8699000003 5188165.185799999, 487666.4117999999 5188160.0383, 487706.9053999996 5188171.081900001, 487794.6824000003 5188203.4958, 488009.7357999999 5188230.3246, 488060.7878999999 5188260.7985, 488132.3395999996 5188367.6514, 488163.4578 5188464.7136, 488175.80030000024 5188522.007099999, 488172.37459999975 5188614.5034, 488164.1528000003 5188685.0745, 488151.1348000001 5188735.0909, 488119.6174999997 5188803.606799999, 488087.68759999983 5188863.001, 488052.4018000001 5188901.155300001, 488004.46279999986 5188929.1197999995, 487936.8197999997 5188949.2338, 487865.97250000015 5188973.0638, 487821.24179999996 5188986.6426, 487791.4008999998 5188995.701400001)), ((483983.8228000002 5182356.382099999, 483834.4305999996 5182186.8421, 483834.50409999955 5182199.9889, 483834.59729999956 5182216.6555, 483835.34339999966 5182350.134099999, 483835.65550000034 5182405.9681, 483836.0246000001 5182472.000600001, 484046.4911000002 5182468.3268, 484082.8086000001 5182467.6929, 483983.8228000002 5182356.382099999)), ((479104.41089999955 5178355.7053, 479128.6398 5178327.164999999, 479157.09839999955 5178285.274499999, 479161.4285000004 5178271.2819, 479168.5882000001 5178248.145400001, 479170.9946999997 5178240.368899999, 479170.7488000002 5178233.8651, 479170.4626000002 5178226.297700001, 479169.11369999964 5178190.629899999, 479169.56769999955 5178184.6306, 479170.8898 5178167.164000001, 479172.09810000006 5178151.1973, 479171.926 5178146.459100001, 479170.84229999967 5178116.6225000005, 479162.3328 5178102.6811, 479162.00189999957 5178102.656099999, 479150.48000000045 5178101.7841, 479146.55979999993 5178101.487400001, 479138.3819000004 5178107.0513, 479129.5889999997 5178113.0338, 479113.2558000004 5178119.106000001, 479111.75349999964 5178120.4966, 479093.8295 5178137.3419, 479085.1047 5178145.5416, 479074.44070000015 5178155.5637, 479069.61560000014 5178178.014, 479078.13939999975 5178203.480699999, 479079.24980000034 5178211.731000001, 479081.81259999983 5178230.7733, 479078.3384999996 5178242.016899999, 479078.1397000002 5178242.6603999995, 479076.375 5178248.3714000005, 479050.9172 5178264.1744, 479021.8130999999 5178274.522500001, 479000.5820000004 5178274.548800001, 478996.59240000043 5178274.0097, 478987.2346000001 5178272.7453000005, 478983.0187999997 5178267.998, 478970.22589999996 5178253.354900001, 478955.05260000005 5178246.701099999, 478950.5604999997 5178249.638699999, 478941.11199999973 5178255.817299999, 478940.6354 5178259.4257, 478939.5965 5178267.291300001, 478937.5060999999 5178283.118799999, 478941.1599000003 5178294.639699999, 478959.3690999998 5178303.7162999995, 478967.875 5178314.6247000005, 478984.8746999996 5178326.7357, 479026.15720000025 5178353.981799999, 479043.1615000004 5178369.7325, 479054.70040000044 5178380.6371, 479067.4389000004 5178380.6214000005, 479087.4500000002 5178375.1373, 479104.41089999955 5178355.7053)), ((478511.46079999954 5177933.229800001, 478576.82770000026 5177932.897700001, 478605.9899000004 5177925.984999999, 478642.12909999955 5177932.5659, 478648.56039999984 5177932.5331999995, 478653.0142999999 5177932.510600001, 478699.9726999998 5177932.2719, 478716.55599999987 5177932.1876, 478778.8312999997 5177931.871200001, 478779.76570000034 5177931.8665, 478786.2341 5177931.8336, 478789.4820999997 5177925.893300001, 478803.6090000002 5177916.202099999, 478802.85649999976 5177909.5057, 478791.1529000001 5177907.4157, 478789.39130000025 5177907.1011, 478788.4844000004 5177906.939099999, 478719.3164999997 5177894.5867, 478699.3978000004 5177891.0295, 478667.40610000025 5177896.277899999, 478651.03560000006 5177897.0901999995, 478641.57519999985 5177897.559599999, 478626.92459999956 5177898.286599999, 478621.2719999999 5177898.5671, 478617.1319000004 5177898.370200001, 478603.3558 5177897.7151999995, 478602.5016999999 5177897.6746, 478599.6699999999 5177897.539899999, 478599.6425999999 5177897.5386, 478599.6151999999 5177897.5373, 478590.7603000002 5177897.1163, 478553.8069000002 5177905.082599999, 478549.0992999999 5177906.0974, 478518.6087999996 5177921.762, 478511.46079999954 5177933.229800001)), ((477020.0536000002 5178714.039000001, 477002.8362999996 5178710.537599999, 477000.62310000043 5178719.3002, 477000.4304999998 5178720.062899999, 476999.4254999999 5178724.0418, 477026.6331000002 5178755.284399999, 477028.02969999984 5178756.8881, 477044.2731999997 5178775.5406, 477078.57990000024 5178798.669199999, 477107.7637 5178801.2433, 477107.68850000016 5178787.5704, 477082.2823000001 5178778.0359000005, 477037.88769999985 5178723.537799999, 477020.0536000002 5178714.039000001)))"
