id,parkId,campgroundId,credit,title,altText,caption,url
1,,1,NPS Photo,277 North Campground,277 North Campground,277 North Campground,https://www.nps.gov/common/uploads/structured_data/6074AEF5-C153-C931-79C614E3D22A3CB4.jpg
2,,1,NPS Photo`,"277 North Campground, Standard Campsite",Picnic table under shade shelter.,"277 North Campground, Standard Campsite",https://www.nps.gov/common/uploads/structured_data/607CE792-ACEF-DBDA-E0B625666F2F9DA2.jpg
3,,1,NPS Photo / J.Rolls,277 North Group Campsite,Open space with a fire pit and covered picnic area for the group campsite.,227 North Campground Group Campsite Facilities,https://www.nps.gov/common/uploads/structured_data/FDE685F8-A53B-66A4-6348D4529CA3F2CB.jpg
4,,1,NPS / J. Rolls,"277 North Campground, Standard Site 1",Picnic table under metal shade shelter,"277 North Campground, Standard Site 1",https://www.nps.gov/common/uploads/structured_data/9472362E-F073-7B1A-0587FE25080BB8FF.jpg
5,,1,NPS Photo / J. Rolls,"277 North Campground, Standard Site 2",Picnic table on cement pad under metal shade shelter,"277 North Campground, Standard Site 2",https://www.nps.gov/common/uploads/structured_data/9D90A782-FBF3-9E0E-A934921502F94966.jpg
6,,1,NPS Photo / J. Rolls,"277 North Campground, Standard Site 13",Picnic table on cement pad under shade shelter with BBQ grill,"277 North Campground, Standard Site 13",https://www.nps.gov/common/uploads/structured_data/A1E80B5E-095F-0F99-C521DEA71C26FC59.jpg
7,,2,NPS Photo,Waterside Sites_Abrams Creek Campground,"Three campsites in a forested area near a creek, one with a large blue and white tent.",Abrams Creek Campground offers many waterside sites.,https://www.nps.gov/common/uploads/structured_data/65FF067A-01D4-2AD1-5099A9E592C38E82.jpg
8,,2,NPS Photo,Waterside Tent Pad_Abrams Creek Campground,"A square tent pad at a waterside site with a picnic table and grill, near an orange and white tent.","Each site offers a gravel tent pad, a grill, and a picnic table. Nearby sites are typically visible.",https://www.nps.gov/common/uploads/structured_data/66160924-F8A6-93D2-4CEF9778F105BD06.jpg
9,,2,NPS Photo,Shaded Site_Abrams Creek Campground,"A forested campsite with a tent pad, picnic table, and grill. A nearby tent pad is visible.",Most sites offer ample shade.,https://www.nps.gov/common/uploads/structured_data/664AF241-FE11-9F7E-2786DFD57493F67B.jpg
10,,2,NPS Photo,Accessible Restrooms_Abrams Creek Campground,"A campground restroom with a paved pathway to it. A sign beside a door says, ""Wash dishes here"".",Abrams Creek Campground provides accessible restrooms and a dishwashing area.,https://www.nps.gov/common/uploads/structured_data/6662CA5C-CEB3-F51D-C5234814EF8C98CE.jpg
11,,2,NPS Photo,Trash Receptacles_Abrams Creek Campground,Multiple bear-proof trash cans along a gravel road near campsites under a canopy of trees.,Promptly dispose of trash in bear-proof trash receptacles throughout the campground.,https://www.nps.gov/common/uploads/structured_data/668CBE2B-983C-AF75-DA225DF63EC52693.jpg
12,,2,NPS Photo,Water View_Abrams Creek Campground,Softly rippling water reflecting surrounding trees. A creek view from a bank in the campground.,Find beautiful views of the water at Abrams Creek Campground.,https://www.nps.gov/common/uploads/structured_data/66AF76BF-9BC9-A51D-CD9F3AF4E4931919.jpg
13,,2,NPS Photo,Accessible Restroom Path_Abrams Creek Campground,A blue handicapped sign beside a paved path and campsite near the gravel roadway.,A paved pathway near sites 12 and 13 provides access to the Abrams Creek Campground restrooms.,https://www.nps.gov/common/uploads/structured_data/672BCE35-B8DA-452E-B904826C3B29C8F7.jpg
14,,2,NPS Photo,Trailhead_Abrams Creek Campground,"Brown sign that says, ""Cooper Road Trail, Little Bottom Trail 0.9, Cane Gap 3.1, Abrams Falls 5.1"".",The Cooper Road Trail starts near the back of Abrams Creek Campground.,https://www.nps.gov/common/uploads/structured_data/66C4AF06-BAFA-F16E-7AD301A6F684C800.jpg
15,,2,NPS Photo,Site in Summer_Abrams Creek Campground,"A tent pad, grill, and picnic table at a waterside site under a green canopy of trees.",Enjoy lush forest views in July.,https://www.nps.gov/common/uploads/structured_data/670D32F0-DD45-9507-7E9EA32B035B60DF.jpg
16,,2,NPS Photo,Multiple Sites_Abrams Creek Campground,Multiple sites along a gravel road under a canopy of green trees. Colorful tents are visible.,The 16 sites at Abrams Creek Campground are typically available from late-April to late-October.,https://www.nps.gov/common/uploads/structured_data/66E627D4-D90E-DB27-2E645E9D3BDD482E.jpg
17,,3,NPS Photo,Adirondack Shelter,Three-sided wooden shelter,Two 3-sided shelters offer back-country solitude for hike-in campers.,https://www.nps.gov/common/uploads/structured_data/84B33A53-9EA2-D337-08E8948AFA1C1537.jpg
18,,4,"NPS, Jen Prentiss",Afterbay Campground upper spots,A gravel campground spot with a fire pit and picnic table with trees and afterbay lake in the back.,Upper camp spots at Afterbay Campground,https://www.nps.gov/common/uploads/structured_data/6EDA2637-E4C2-DD95-F0C82B84901ADDB2.jpg
19,,4,NPS Photo,Afterbay Campground looking toward Grapevine Campground.,Campground with lake in the background and Grapevine Campground in the distance.,Afterbay Campground looking toward Grapevine Campground.,https://www.nps.gov/common/uploads/structured_data/66989928-1DD8-B71B-0B561CB7F8470440.jpg
20,,4,Afterbay Campground Service,Afterbay Campground Map,A hand drawn sketch of the layout of afterbay campground.,Afterbay Campground Map,https://www.nps.gov/common/uploads/structured_data/330D8DE8-EC87-D37E-AE029B7676E9130B.png
21,,4,"NPS, Jen Prentiss",Afterbay Campground,A gravel road with several side by side campgrounds lining the left side.,Lower units at Afterbay Campground.,https://www.nps.gov/common/uploads/structured_data/6EC9B9FA-EE82-5B48-291D96A7469A02E3.jpg
22,,5,NPS,Akers,"Map showing campsites, restrooms, ranger station, roads and river",Akers has group camp sites only.,https://www.nps.gov/common/uploads/structured_data/819AA64D-F303-A68D-186A6CAF1E9AD2A4.jpg
23,,5,NPS,Akers,"Map showing campsites, restrooms, ranger station, roads and river",Akers has group camp sites only.,https://www.nps.gov/common/uploads/structured_data/819AA64D-F303-A68D-186A6CAF1E9AD2A4.jpg
24,,6,NPS photo/Cate Blanch,Alamo Scenery,A wash runs with water below cacti and a large mountain,The surrounding landscape at the campground is full of life.,https://www.nps.gov/common/uploads/structured_data/30AD9C86-B408-5598-F21072B2495F43BF.jpg
25,,6,NPS Photo,tent At Alamo Canyon Campground,tent pitched on the ground at alamo canyon in front of saguaro and organ pipe cacti,Tent campers flock to the primitive experience at Alamo Canyon,https://www.nps.gov/common/uploads/structured_data/42ECB7F0-1DD8-B71B-0BC1E1974084840F.jpg
26,,6,NPS Photo/ K Ceballos,Alamo Campground,"Campground site with a picnic table and standing grill, with mountains and canyon in the background",Many visitors seeking seclusion and solitude enjoy the Alamo Canyon campground.,https://www.nps.gov/common/uploads/structured_data/B66DA656-CA99-CCAC-10984C1F2CB60197.jpg
27,,6,NPS Photo/Cate Blanch,Information Sign and Bathroom,The Alamo Canyon information sign is located near the vault toilet.,The Alamo Canyon Information board has tips on how to safely enjoy your time at Organ Pipe Cactus.,https://www.nps.gov/common/uploads/structured_data/30193427-0135-8743-9598A45313A989B7.jpg
28,,6,NPS photo/Cate Blanch,Picnic Table and Grill,Photo of a picnic table and charcoal grill from a campsite,Each site has a picnic table and grill,https://www.nps.gov/common/uploads/structured_data/306EB48C-F39D-7BDF-176FC4F184216E85.jpg
29,,6,NPS photo/Cate Blanch,Tent Site,A circle of rocks indicate the location of a tent site at the campground,Alamo Canyon is a tent-only campground,https://www.nps.gov/common/uploads/structured_data/30C7B89B-9741-70BA-C9161F8F0D927D61.jpg
30,,6,NPS photo/Cate Blanch,Accessible Parking and Pit Toilet,The accessible parking is close to the pit toilet,"The parking, ramp to the toilet, and toilet itself are all accessible.",https://www.nps.gov/common/uploads/structured_data/304F1949-03B1-33DB-A9ADA722B64DAC55.jpg
31,,6,NPS photo/Cate Blanch,Garbage Bins,Garbage bins at Alamo Canyon Campground,There are garbage receptacles provided at the campground,https://www.nps.gov/common/uploads/structured_data/307DCB91-E364-49DB-74A03DD29A7CCD61.jpg
32,,6,NPS photo/Cate Blanch,Alamo Canyon Trail,The Alamo Canyon trail is surrounded by many kinds of cacti and leads into the mountains,Explore the 1.8-mile Alamo Canyon trail that goes to an old ranching site.,https://www.nps.gov/common/uploads/structured_data/30323CBF-900D-448E-0F64822FFFA221EE.jpg
33,,6,NPS photo/Cate Blanch,Road Sign,The road sign for Alamo Canyon Campground points down a dirt road,"Once you turn onto the Alamo Canyon Road, you'll see the sign directing you to the campground",https://www.nps.gov/common/uploads/structured_data/309DFF4E-B86D-E787-6FC8712D6F698962.jpg
34,,7,NPS Photo / Wil Marischen,Alley Spring Central Field,A large grassy field with a restroom at the end.,"Day use areas are open year-round, along with facilities like showers and restrooms.",https://www.nps.gov/common/uploads/structured_data/1BBFAC10-AD30-6EC2-4181CDB7259F4E8C.jpg
35,,7,NPS Photo / Wil Marischen,Alley Spring Campground Non-electric Sites,Empty campgrounds sit under the shade of trees.,A variety of sunny or shaded sites are available at Alley.,https://www.nps.gov/common/uploads/structured_data/1BB5C315-D6AA-7210-07FBC06514F7261D.jpg
36,,7,NPS,Alley Spring Campground Map,"a map showing campsites, roads, trails, restrooms, river access, showers",Alley Spring Campground Map,https://www.nps.gov/common/uploads/structured_data/97D6C606-E0E0-0E3E-658D4B56D865604D.jpg
37,,7,NPS Photo / Wil Marischen,Alley Spring Campsite 127,A grassy campsite with trees on its edges.,Some sites are close enough to the Jacks Fork to see it directly!,https://www.nps.gov/common/uploads/structured_data/EC3F9BC0-0504-3881-EFECA7117AA64E9A.jpg
38,,8,NPS,Campsite at Alum Ford Campground,Campsite with leaves and picnic table,One of the few areas where visitors can camp near the river.,https://www.nps.gov/common/uploads/structured_data/3C81F483-1DD8-B71B-0B5CBEB6FD050CCF.jpg
39,,10,"Tim Hauf, timhaufphotography.com",Anacapa Island Campground by Tim Hauf,Within a field of yellow flowers lie tents that overlook historic buildings and the ocean.,Anacapa Island Campground,https://www.nps.gov/common/uploads/structured_data/3C7AB470-1DD8-B71B-0B72BD9A775B0E8C.jpg
40,,11,Antelope Point Marina,Antelope Point RV park,Aerial view of recreational vehicle campground,Antelope Point RV Park,https://www.nps.gov/common/uploads/structured_data/7E3733CB-C900-8B13-A24B7886C66C5D66.png
41,,12,Stephanie Spencer,Antietam Creek Campground,Grass covered campsite with a picknick table.,Antietam Creek Campground,https://www.nps.gov/common/uploads/structured_data/A092A660-C86B-3233-B232AD109C3BC17C.jpg
42,,12,NPS Photo / Stephanie Spencer,Antietam Creek Aqueduct,A aqueduct with three arches spans Antietam Creek,Antietam Creek Aqueduct,https://www.nps.gov/common/uploads/structured_data/55304128-BD19-07FE-BE8ED6DC33A5FEF4.jpg
43,,13,NPS/Gabriel Morrow,Apgar Picnic Area,shoreline of mountain lake surrounded by forest,Shoreline view from picnic area,https://www.nps.gov/common/uploads/structured_data/309E8537-1DD8-B71B-0BD307081BCD3FDA.jpg
44,,13,NPS/David Restivo,Apgar Amphitheater,two aisles run through green benches that point to platform,Attend an evening program at Apgar Amphitheater,https://www.nps.gov/common/uploads/structured_data/3105A601-1DD8-B71B-0B1F749E36AA5922.jpg
45,,13,NPS/Jacob W. Frank,Camping in winter,tent and picnic table in snowy forest,Apgar is open yearround,https://www.nps.gov/common/uploads/structured_data/314F0032-1DD8-B71B-0BEE8CBD66A6ADBB.jpg
46,,14,NPS,Army Camp Campground,"A grassy field with a few trees, campsites, and restroom facility in it",The campground at Army Camp offers 11 drive in sites around a grassy field on the banks of the New River.,https://www.nps.gov/common/uploads/structured_data/3C7FCAC8-1DD8-B71B-0BEB9255CDE4CDB8.jpg
47,,14,NPS,Standard Campsite at Army Camp,A sunny campsite in a grassy area with a picnic table and grill,"Campsites at Army Camp each offer a camping pad, picnic table, and places for grilling and campfires.",https://www.nps.gov/common/uploads/structured_data/3C7FC8F7-1DD8-B71B-0B20BDE1F49A7161.jpg
48,,14,NPS,Partially Shaded Army Camp Campsite,A grassy field campsite with a picnic table and grill partially shaded by a few trees.,Some campsites at Army Camp offer partial shade.,https://www.nps.gov/common/uploads/structured_data/3C7FC796-1DD8-B71B-0BA1D3D330C06B07.jpg
49,,14,NPS,New River at Army Camp,A sandy beach at a clear fast flowing river next to a green tree covered bank,The swift water New River at Army Camp offers fishing and relaxation opportunities near your campsite.,https://www.nps.gov/common/uploads/structured_data/3C7FCC3C-1DD8-B71B-0B113DE60C731930.jpg
50,,14,NPS,Army Camp Picnic Area,Three picnic tables in a shaded forested area.,Day use picnic tables at Army Camp allow visitors to enjoy a meal near the New River.,https://www.nps.gov/common/uploads/structured_data/3C7FCDB8-1DD8-B71B-0BFC2D9441620CC8.jpg
51,,15,NPS,Campsite 31 - Picnic Table and Fire Ring,Campsite 31 - Picnic Table and Fire Ring,Campsite 31 - Picnic Table and Fire Ring,https://www.nps.gov/common/uploads/structured_data/C657C92B-E440-A67E-7303252304C50A29.jpg
52,,15,NPS,Campsite 7 - Tent Pad and Fire Ring,Campsite 7 - Tent Pad and Fire Ring,Campsite 7 - Tent Pad and Fire Ring,https://www.nps.gov/common/uploads/structured_data/C6671D85-A3E1-B189-448D89248D129F5F.jpg
53,,15,NPS,Food Storage Locker,Metal Food Storage Locker in a campsite,Food Storage Locker in a campsite,https://www.nps.gov/common/uploads/structured_data/C65EDDB4-D37E-93A0-2A21784039E582F0.jpg
54,,15,NPS,Firewood Shed,Firewood Shed where ice and firewood are available each evening,Firewood Shed where ice and firewood are available for sale,https://www.nps.gov/common/uploads/structured_data/C66EB2D8-0812-0138-EA97417ADFC903AE.jpg
55,,15,NPS,Aspenglen Amphitheater,Aspenglen Amphitheater with outdoor bench seating,Aspenglen Amphitheater in summer,https://www.nps.gov/common/uploads/structured_data/C678C6DA-F086-ED4F-883C67D2694CB964.jpg
56,,16,NPS Photo,Campground Entrance,"A sign reads ""Atwell Mill Campground"" near a narrow road",The roads leading to the campground are extremely narrow and winding.,https://www.nps.gov/common/uploads/structured_data/3E6AA4F7-D941-2D11-F43BF45E634F0971.jpg
57,,16,NPS Photo,Campsites,Picnic tables on level ground in a shady forest,Atwell Mill's campsites are in a shady sequoia grove.,https://www.nps.gov/common/uploads/structured_data/3E48DE93-BA25-E1A1-CDF3601CA40B20F5.jpg
58,,16,NPS Photo,Accessible Restroom,A primitive restroom building,The ground around the restroom is level and firm-packed.,https://www.nps.gov/common/uploads/structured_data/3E5F633B-ACDC-C983-8134C4784DF573DE.jpg
59,,16,NPS Photo,Accessible Campsite,A marker with an accessibility symbol near a forested campsite,"This accessible campsite features level, firm-packed surfaces.",https://www.nps.gov/common/uploads/structured_data/3E5338A6-F31F-12F6-4BE035A966B6240C.jpg
60,,17,Bill Mobilian,Au Sable East Group Backpacking Site,Sign reads Au Sable Group Site. Dirt path leads to campsite in the background.,Au Sable Group Site,https://www.nps.gov/common/uploads/structured_data/544A2566-05FE-7C67-9B9465ED8CBBB57A.jpeg
61,,18,NPS,AuSable East Backpacking Site,Cleared flat ground in the forests with sparse trees. Brown post with a tent symbol and the number 2,AuSable East Site 2.,https://www.nps.gov/common/uploads/structured_data/E5EF665E-C6E4-A218-1AA8E7BE01E45F31.png
62,,19,NPS/David Restivo,Avalanche Campground,"tent, picnic table, and fire ring in forest site",Nestled among western hemlock and western red cedar,https://www.nps.gov/common/uploads/structured_data/31BC1A7A-1DD8-B71B-0BE59EFB259EABCD.jpg
63,,19,NPS/Gabriel Morrow,Avalanche Amphitheater,rows of wooden benches on gravel by trees,Simple bench seating,https://www.nps.gov/common/uploads/structured_data/31D83BF7-1DD8-B71B-0B958DBAED84008D.jpg
64,,19,NPS Photo,Avalanche Area,"A dark, cedar filled forest with a single deer peeking between the trees.",A deer peers through the cedar trees.,https://www.nps.gov/common/uploads/structured_data/D6FA7A46-F869-365C-FB31142DF9C4BA37.jpg
65,,20,NPS Photo,Campground Sign,Campground Sign,Campground Sign,https://www.nps.gov/common/uploads/structured_data/D060AAF8-F83C-55AC-45B399F495BD0A5E.jpg
66,,20,NPS Photo,Entrance Sign,Entrance Sign,Entrance Sign,https://www.nps.gov/common/uploads/structured_data/D0142989-E15E-D120-422319EE377F4EA5.jpg
67,,20,NPS Photo,Campsites,Campsites,Campsites,https://www.nps.gov/common/uploads/structured_data/D05131D0-FCAA-8920-B5687AF09BF33799.jpg
68,,20,NPS Photo,Azalea Campground Campsite,A tent in a campsite,Azalea Campground is a popular destination for tent campers.,https://www.nps.gov/common/uploads/structured_data/3C7EDEDA-1DD8-B71B-0B495430F2DE8557.jpg
69,,20,NPS Photo,Azalea Campground Campsites,Two campsites beneath incense cedars,"Azalea Campground is located in the mixed conifer zone, which includes Incense Cedars.",https://www.nps.gov/common/uploads/structured_data/3C7EE094-1DD8-B71B-0B07FCFB962E1B77.jpg
70,,20,NPS Photo,Campsites,Campsites,Campsites,https://www.nps.gov/common/uploads/structured_data/D0280C5B-AF07-F16A-6D7A1F082AC9ACD5.jpg
71,,21,NPS Photo / Jessica Poppa,Bachers Gravel Bar,A large gravel bar with a park ranger hat in the foreground.,Bachers includes a large gravel bar along the Jacks Fork River.,https://www.nps.gov/common/uploads/structured_data/FB9A9F09-D924-E3C0-929FEC6B6B32DAD2.jpg
72,,21,NPS Photo / Jessica Poppa,Bachers Woodland,A line of skinny trees follow along a river's edge.,Campgrounds along the Jacks Fork are quite pretty in fall.,https://www.nps.gov/common/uploads/structured_data/FBCF2B7F-B703-9F56-CDE8A33F978A86ED.jpg
73,,21,NPS Photo / Jessica Poppa,Bachers Swimming Hole,"A deep, blue swimming hole on the Jacks Fork River.","Deep, blue swimming holes call campers and floaters to Bachers.",https://www.nps.gov/common/uploads/structured_data/FBB414A1-D583-5989-58814D16300B7D17.jpg
74,,21,NPS Photo / Jessica Poppa,Bachers Campsite,A woodland campsite with a fire ring and picnic table.,Campsites at Bachers are located in the woods just off the river.,https://www.nps.gov/common/uploads/structured_data/FC099D3C-0CD9-6AA9-70BD0F296AA5DD6A.jpg
75,,22,NPS Photo,Green Run Campsite,Green Run Campsite,Green Run Campsite,https://www.nps.gov/common/uploads/structured_data/BE695F8F-E81D-0309-404221381B5A714C.jpg
76,,22,NPS Photo,Green Run Restroom,Green Run Restroom,Green Run Restroom,https://www.nps.gov/common/uploads/structured_data/BE96ADF1-E292-FA45-D7907F4D5E50C826.jpg
77,,22,NPS Photo,View of Green Run from the Water,View of Green Run from the Water,View of Green Run from the Water,https://www.nps.gov/common/uploads/structured_data/BEA1AA37-F0A8-9677-6CCAFDB2B0F267D6.jpg
78,,22,NPS Photo,Green Run Dock,Green Run Dock,Green Run Dock,https://www.nps.gov/common/uploads/structured_data/BEAD53D3-C4DD-EF36-4D1E8C74A3A45491.jpg
79,,23,NPS Photo,Little Levels Campsite,Little Levels Campsite,Little Levels Campsite,https://www.nps.gov/common/uploads/structured_data/BF288D4B-CFF7-4E11-B95A0AD69F5FA50A.jpg
80,,23,NPS Photo,Little Levels Restroom,Little Levels Restroom,Little Levels Restroom,https://www.nps.gov/common/uploads/structured_data/BF41DD7A-BDDE-C664-988F95C7F0ED8D4F.jpg
81,,23,NPS Photo,Little Levels Sign,Little Levels Sign,Little Levels Sign,https://www.nps.gov/common/uploads/structured_data/BF61BD02-9E79-91FA-3237ED4B0E621391.jpg
82,,24,NPS Photo,Pine Tree Campsite,Pine Tree Campsite,Pine Tree Campsite,https://www.nps.gov/common/uploads/structured_data/BAA75CC3-D425-8112-99FFD8D1CD7DD65F.jpg
83,,24,NPS Photo,Pine Tree Restroom,Pine Tree Restroom,Pine Tree Restroom,https://www.nps.gov/common/uploads/structured_data/BAB5D524-BECB-3902-41F79F08AF8FA42C.jpg
84,,24,NPS Photo,Pine Tree Access Road,Pine Tree Access Road,Pine Tree Access Road,https://www.nps.gov/common/uploads/structured_data/BACA0B1B-B2B6-05F0-8F11962DB65756B4.jpg
85,,24,NPS Photo,View of Pine Tree from water,View of Pine Tree from water,View of Pine Tree from water,https://www.nps.gov/common/uploads/structured_data/BAD82012-94A4-51A1-BC2040E36DA149A7.jpg
86,,25,NPS Photo,Pope Bay Campsite,Pope Bay Campsite,Pope Bay Campsite,https://www.nps.gov/common/uploads/structured_data/BEC24D41-CD16-F5D9-B3D3728E4EDA7302.jpg
87,,25,NPS Photo,View of Pope Bay From Water,View of Pope Bay From Water,View of Pope Bay From Water,https://www.nps.gov/common/uploads/structured_data/BF02AC2E-E8F4-8578-C5DB63233658F7BE.jpg
88,,25,NPS Photo,Pope Bay Access Road,Pope Bay Access Road,Pope Bay Access Road,https://www.nps.gov/common/uploads/structured_data/BF0BD247-CED4-FF3D-B763E306056DF486.jpg
89,,25,NPS Photo,Pope Bay Dock,Pope Bay Dock,Pope Bay Dock,https://www.nps.gov/common/uploads/structured_data/BF146016-C0BF-5405-F1E11C99986533AD.jpg
90,,26,NPS Photo,State Line Sandy Campsite,State Line Sandy Campsite,State Line Sandy Campsite,https://www.nps.gov/common/uploads/structured_data/BF75BB1B-9CAA-C308-052FF88CF29EDEF6.jpg
91,,26,NPS Photo,State Line Grassy Campsite,State Line Grassy Campsite,State Line Grassy Campsite,https://www.nps.gov/common/uploads/structured_data/BF8F4036-0ACF-7D89-CB90140B10BF1CD4.jpg
92,,26,NPS Photo,State Line Sign,State Line Sign,State Line Sign,https://www.nps.gov/common/uploads/structured_data/BF9B2A2B-B051-4FA6-8001F5AEB089A49B.jpg
93,,27,NPS Photo,Tingles Island Campsite,Tingles Island Campsite,Tingles Island Campsite,https://www.nps.gov/common/uploads/structured_data/BFB4A68D-ED70-E2D1-BC66258CF6D8F49D.jpg
94,,28,Brian Burghart,Backcountry Camping cBurghart,"A tent, backpack, and camera equipment at a backcountry camping site.","For a primitive overnight experience out in the dunefield, backcountry camping at White Sands is an excellent choice.",https://www.nps.gov/common/uploads/structured_data/64463076-946B-DAF5-26B05F4ECEB8DDA9.jpg
95,,30,NPS photo,Backpackers On Trail,Two backpackers walking away from camera on a trail through the forest,"Backpacking is allowed year-round, but is most popular in the summer months when snow has fully melted.",https://www.nps.gov/common/uploads/structured_data/C06FE0C0-E1FC-4049-BB3FF7664F90B1A9.jpg
96,,30,NPS graphic,Backcountry Camping Zones and Closed Areas,map of Lassen Volcanic National Park overlayed with numbered zones and areas closed to camping.,Wilderness permits require trip location information based on these designated zones. Areas in red are closed to backcountry camping.,https://www.nps.gov/common/uploads/structured_data/C28570DD-9C2B-7270-999465E1CFC1B9AE.jpg
97,,31,NPS/Santos,Winter Backpacking in the Otis Pike Wilderness,A man with a large backpack hikes through a sandy beach wilderness,"Backcountry camping can be challenging, but it is the perfect way to experience the Otis Pike Wilderness.",https://www.nps.gov/common/uploads/structured_data/C73D510D-CED8-4C23-180D925C23AAEE6C.jpg
98,,31,NPS Photo,Wilderness Primary Dune and Ocean,"A view of the ocean from a break in the dune, with compass circles left by wind-blown beach grass.",A view of the ocean and beach in the Otis Pike Wilderness.,https://www.nps.gov/common/uploads/structured_data/60A084E7-0352-9590-ADC9FC4C2CB776CE.jpg
99,,31,NPS Photo,Burma Trail in the western Wilderness camping zone,A sandy path meanders through low growing vegetation toward the horizon and blue sky.,The Burma Trail allows for access to camping in the wilderness backcountry.,https://www.nps.gov/common/uploads/structured_data/60B98874-A8A3-22AE-2B0BEF48058C1478.jpg
100,,31,NPS Photo,Swale environment in the eastern Wilderness camping zone,Low-growing vegetation dots a sandy area strewn with standing dead pine trees.,The wilderness backcountry is yours to explore!,https://www.nps.gov/common/uploads/structured_data/60E2AF16-E8D3-A337-B563EC818381B7DC.jpg
101,,32,Kevin Winget,Backpacking in the Dunes,Backpackers walking on eastern side of dunefield,"Backpacking in the dunes is a unique experience, with open views of the sky.",https://www.nps.gov/common/uploads/structured_data/C2DE0ACB-CE7E-2786-5C2A77662123BBC5.jpg
102,,32,NPS/Patrick Myers,Backpacker in Dunefield,Girl with backpack viewing dunes at sunset,"Backpacking into the dunes is a unique experience, with open views of the sky.",https://www.nps.gov/common/uploads/structured_data/C3072B6A-C458-4D96-8445A961E9225022.jpg
103,,33,NPS Photo,Baker Creek Campground Sign,"Green sign with white text ""Baker Creek Campground""",Baker Creek Campground is located on the Baker Creek Road,https://www.nps.gov/common/uploads/structured_data/88FCCE2B-0669-D234-0A812CB56A93B459.jpg
104,,34,Stephanie Spencer,Bald Eagle Campground,A narrow trail leads to a small clearing.,Bald Eagle Campground,https://www.nps.gov/common/uploads/structured_data/A0B679C8-042F-AC23-C84E88531E0ABE83.jpg
105,,35,NPS Photo,Several Sites at Balsam Mountain Campground,"A fire ring, picnic table, and gravel tent pad in the foreground surrounded by trees and grass.","Each site includes a gravel tent pad, fire ring, and picnic table. Trash receptacles are available throughout the campground.",https://www.nps.gov/common/uploads/structured_data/8B0ABE77-F535-C8B8-6FA0FA22EEEA5AAE.jpg
106,,35,NPS Photo,Accessible Site at Balsam Mountain Campground,"A wheelchair accessible campsite with a picnic table, fire ring, and tent pad near grass and trees.",Balsam Mountain Campground includes accessible camping opportunities.,https://www.nps.gov/common/uploads/structured_data/8B1B53C3-D428-5428-F6C0279FF3FE291A.jpg
107,,35,NPS Photo,Balsam Mountain Campground View,"A paved road lined by grass, shrubs, and trees. A car, trash can, and restroom are in the distance.",The road is fully paved at Balsam Mountain Campground.,https://www.nps.gov/common/uploads/structured_data/8B3B5BF4-01D2-B49A-38D5D7290A3F4467.jpg
108,,35,NPS Photo,Balsam Mountain Campground Dish Washing Station,A brick structure with a brown roof and small windows surrounded by trees. Two sinks visible inside.,A dishwashing area is available near the center of the campground.,https://www.nps.gov/common/uploads/structured_data/8B520FE7-E2F8-D02D-A3FB50BD6D68F8DD.jpg
109,,35,NPS Photo,Site at Balsam Mountain Campground,"A picnic table, fire ring, and tent pad beside a paved road with RVs visible in the background.","Most parking areas for Balsam Mountain Campground are parallel to the sites, rather than individual driveways.",https://www.nps.gov/common/uploads/structured_data/8B63779B-E1E9-1435-244091A8C39FE133.jpg
110,,35,NPS Photo,Site with Stairs at Balsam Mountain Campground,"Stairs lead up a slight slope to a picnic table, tent pad, and fire ring surrounded by trees.",Some sites include stairs from the parking area.,https://www.nps.gov/common/uploads/structured_data/8B71FAE9-B95B-0EAE-2CCE6A4F072619A8.jpg
111,,35,NPS Photo,Restrooms at Balsam Mountain Campground,A paved sidewalk leads to a brick restroom building with a brown roof and trees in background.,Restrooms with flush toilets and running water are available.,https://www.nps.gov/common/uploads/structured_data/8B7F7B8F-F309-0668-BC2ED6DFE43DBE5A.jpg
112,,35,NPS Photo,Balsam Mountain Campground Site,"A picnic table, fire ring, and tent pad with grass in the foreground and trees in the background.","Some sites are along the edge of the forest, offering additional privacy.",https://www.nps.gov/common/uploads/structured_data/8B96722B-AEDC-A6E5-4A34320F092DCC11.jpg
113,,35,NPS Photo,Walk To Sites at Balsam Mountain Campground,"Two bear boxes, a tent, picnic tables, and multiple tent pads surrounded by trees and grass.",Some sites at Balsam Mountain Campground require a short walk from the parking area.,https://www.nps.gov/common/uploads/structured_data/8BB0E8B3-E91A-8213-F286E43D3A922239.jpg
114,,35,NPS Photo,Tent Sites at Balsam Mountain Campground,"A fire ring, picnic table, and tent pad beside pavement. Additional site and trash can in background",Some campsites are specifically designated for tents only.,https://www.nps.gov/common/uploads/structured_data/8BC364D3-AB7D-4866-FBE61C30E13A040D.jpg
115,,36,NPS photo,Campsite at Bandy Creek,pop up camper and truck on a campsite,Campers enjoy a beautiful day in the park.,https://www.nps.gov/common/uploads/structured_data/3C797EEF-1DD8-B71B-0B6B2F6F976FFC20.jpg
116,,37,"NPS, Jen Prentiss",Barry's Landing Camping,A gravel drive through campground with the canyon and lake in the background.,Barry's Landing Campground,https://www.nps.gov/common/uploads/structured_data/9137A368-D2C5-4D50-D81A7E77CA5937A0.jpg
